Type,35490_at,31841_at,32467_at,36549_at,32513_at,32053_at,31666_f_at,31415_at,34437_at,31581_at,31736_at,39768_at,33296_at,1054_at,39958_at,36516_at,37427_at,31972_at,859_at,39558_s_at,856_at,35780_at,35378_at,35293_at,36421_at,31634_at,32679_at,36887_f_at,34014_f_at,1107_s_at,41162_at,38475_at,40025_at,41722_at,32729_at,31507_at,37477_at,1338_s_at,38600_r_at,35091_at,40335_at,37302_at,32020_at,34210_at,37314_at,39222_at,36897_at,34587_at,39899_at,39305_at,35589_at,36847_r_at,38461_at,32559_s_at,1298_at,40114_at,41687_r_at,31871_r_at,1857_at,41103_at,41771_g_at,35040_at,35628_at,37813_at,34600_s_at,40811_at,40659_at,40978_s_at,41450_at,36936_at,39452_s_at,32234_at,41497_at,32131_at,361_at,40305_r_at,40463_at,40645_at,34799_at,41334_r_at,35888_at,38159_at,41661_at
3,0.18859278059785672,0.018585213373199235,0.24309231996518965,0.48443607933980026,0.13021637062087532,0.2769293011024578,0.24171095925082256,0.052268602540834826,0.05291737649063035,0.06116353448048001,0.3734056589942823,0.12503452720743943,0.2518088574381808,0.373553331248045,0.2032245607260089,0.07894278245715942,0.2543881963876876,0.050262004063736494,0.2653324428272035,0.23893731143144484,0.21115749525616698,0.03618017362847144,0.022112148409327674,0.2780614702765199,0.1342455143926681,0.18325873956695293,0.25291716962694716,0.1864445563132122,0.07168726033233916,0.09455214527612597,0.4228241043466289,0.10237336167198015,0.09697754749568221,0.18982782853127195,0.04833472492810092,0.31331732052308514,0.09710727516355325,0.16855785083890992,0.1224551807961106,0.07315389924085576,0.0,0.3225298103692809,0.1689288155453569,0.2233434052420772,0.34636871508379885,0.13884681409673835,0.11323540267217834,0.24785807882269928,0.031054468813804914,0.0962972166998012,0.08305417581148201,0.04033818457138049,0.02339852637291532,0.20170005552945197,0.2329111273945358,0.027556674563603382,0.06077199281867148,0.17871851355234172,0.36807575663798975,0.2858470402378961,0.04989666989300756,0.28049551257742383,0.0,0.5610640108418167,0.145390841436254,0.17340982286634457,0.1321955934802173,0.11233797407585214,0.15118813089489005,0.15658160830739165,0.09781094527363186,0.2650670503005703,0.26018808777429464,0.16748768472906403,0.26889925668195475,0.15481256332320165,0.31094172959110983,0.3396946340641844,0.083446519524618,0.2401073105298457,0.168855169730571,0.09937167053681191,0.03351592238417974
1,0.33298082346305696,0.09017396031530307,0.3010370585249112,0.23534095844795141,0.11849492727451816,0.26792758167290387,0.3140976967856239,0.302994555353902,0.3707410562180579,0.07683768138926335,0.2611787127987098,0.23478501058834358,0.4331716625586388,0.3756646856427901,0.2844178412821008,0.1066511762997386,0.4477232256423302,0.2436103090578548,0.04744248174846273,0.34822326516929264,0.283111954459203,0.01611290395891096,0.050159267569516795,0.33654494652664035,0.2358332257648122,0.265957017862183,0.6627004655975167,0.126767653654295,0.34693225394120153,0.08842430868510173,0.3594314622982413,0.10738712226491184,0.3457685664939551,0.28381939564300773,0.21412004824195194,0.3976514544969309,0.3671474737920706,0.28668412375133356,0.283905601134407,0.3472838410726609,0.23852082650049197,0.19320271051110993,0.30065423298506005,0.1724966622162884,0.4992574782547203,0.3494900535191356,0.24330109987451096,0.41306319927426666,0.32628597773825985,0.3250497017892644,0.25412960609911056,0.297509884748044,0.06748210148406354,0.31967878347785234,0.24086674343138287,1.0,0.34201077199281865,0.2767934105928551,0.08652596397846135,0.35015333147477,0.0733094409710414,0.4930476551636961,0.11871578774629893,0.6481767468246715,0.252892606877071,0.13612117552334943,0.28369054364854507,0.2791166586653865,0.20350773200369604,0.10395600899815946,0.3773134328358209,0.27852848995529983,0.3551965276103207,0.26639621365787697,0.32255258579788076,0.3141843971631206,0.18207721897706222,0.2231048779038911,0.4064516129032258,0.2298233847529622,0.2505592841163311,0.6845376314711105,0.14548324203880794
3,0.3004794134235758,0.06163359608589291,0.1723837841757923,0.11980599391921239,0.08576025215878122,0.29270759583291195,0.2476166371382772,0.13756805807622505,0.14395229982964228,0.04281976052652446,0.40404632751795916,0.19372065187367643,0.17945455991094855,0.2843290584923366,0.1971423054643754,0.201626488527447,0.34647672348003056,0.12854240188215166,0.222472996936966,0.20868253436138112,0.21229601518026564,0.1433798463706195,0.02409047199294816,0.19539454668079778,0.07951465083258036,0.5204628845611065,0.155141691096166,0.12434213537137888,0.18715381337878143,0.01952481267166209,0.2682658223491757,0.20095915420038693,0.2360103626943005,0.25799367533380185,0.20790425827998885,0.3340005337603416,0.20690470560416174,0.2685481524585394,0.225969816671731,0.3016365966676525,0.1607084289931125,0.3066134369911226,0.1535982814178303,0.07605930714637062,0.45322113004738,0.18519640512975868,0.1992323023547649,0.2941235762523939,0.14687479417769875,0.14550198807157058,0.15467251934850407,0.2528812988979557,0.07495460143188128,0.3349707402503097,0.23720297288809802,0.017158490528632178,0.1668761220825853,0.17603677808639023,0.1418580181964474,0.3364928909952607,0.06980406518952571,0.3502085703450891,0.048831948237666005,0.5835355668316051,0.13094138736487584,0.5908816425120774,0.07729742341921936,0.15554488718194912,0.31309820603567007,0.10300165875161897,0.3285572139303483,0.30062169244206954,0.1577043646009163,0.14391963682024533,0.3226712003795667,0.16190476190476194,0.2792420572731158,0.2568545441608181,0.2963497453310696,0.22233400402414488,0.2939402781830561,0.14144242589810135,0.13870578404976328
1,0.20967287084038352,0.0447132372927426,0.3024149684531148,0.19958013609381794,0.05286141116984601,0.17588752907858807,0.20568632413734916,0.06642468239564428,0.0,0.05418549943171306,0.2979035332062747,0.17410919804806185,0.1788979883915083,0.11025961839224274,0.17580614018150223,0.16799302933488236,0.2796574238955312,0.19035397283712974,0.5631837129499551,0.16728126047603084,0.18413662239089182,0.1878550974955684,0.03664656623126854,0.1955872434723962,0.11126887827546146,0.2791016491270513,0.23205150313272407,0.07207908104892226,0.08830421815083088,0.07384869736807019,0.6076676876484151,0.13951333823809914,0.1606217616580311,0.2320801124385102,0.1347063735040356,0.32986389111289033,0.116576022700402,0.13606827659780818,0.16823660488200143,0.1719905353445726,0.13176451295506725,0.1697746493670221,0.11942193145200665,0.2604173986367789,0.3262852697829008,0.09885893163687774,0.05078615191555327,0.2007862110674327,0.09434894289666072,0.11860089463220676,0.089291902506642,0.11108774291242532,0.04026383351771066,0.19994874204433816,0.15513451271851778,0.02717008812188377,0.11606822262118495,0.06646872904894169,0.19830414062016463,0.3153981971935694,0.08004813351819394,0.33611427126785487,0.045995334825876484,0.577358252702575,0.22488999945678742,0.35653180354267316,0.35942135262157926,0.08708593374939988,0.11600620652382361,0.13567679338317162,0.17124378109452737,0.3342752915788933,0.16246684350132626,0.13020380566019513,0.4718883441404397,0.16220871327254305,0.4194329676592106,0.18824545472942492,0.2699490662139219,0.11815336463223787,0.18996206594689233,0.0779265127714793,0.17881348064246588
3,0.2801043429216018,0.06323049741777657,0.1699905721952281,0.3993774431735921,0.04045047115605607,0.2685344391625367,0.21057960010124016,0.09936479128856623,0.16034923339011928,0.0667142441783628,0.37040023456971116,0.17825246294079733,0.1876441122684265,0.3323428213950579,0.2052519791465534,0.23026430438571013,0.38209107097430683,0.24232702384771684,0.1991893323507059,0.2537713711029165,0.15552182163187855,0.10249534112085815,0.008774741565830597,0.19992292128336064,0.1826513489092552,0.3170033466392484,0.21687647295510723,0.09107134684911446,0.2514912654452493,0.03058051785285726,0.6144818804418899,0.13204719474645082,0.20051813471502591,0.20010541110330288,0.16114667408850541,0.4073925807312517,0.22865925750768504,0.15110076617204926,0.10442621290387928,0.20910973084886128,0.18817645129550672,0.8426747911960918,0.15037593984962405,0.10363291406085309,0.4121349268085708,0.1972129657679491,0.17450358012844172,0.26680778147364176,0.16442732002897978,0.19768886679920478,0.21681875938546838,0.5433246403634222,0.11415391680060114,0.9064115159540387,0.16047314979587565,0.0363688629402377,0.201705565529623,0.1621492194234269,0.09376740731571456,0.2429142273022953,0.10180239098019722,0.3677158387055998,0.03740344378934043,0.5865927069872988,0.20041827367048723,0.1576086956521739,0.0965634478850705,0.20489678348535764,0.35778169075472027,0.16998795700879366,0.23253731343283582,0.3271335354261933,0.36224981914637083,0.15077755240027044,0.3672702830934683,0.22006079027355624,0.4474996438239064,0.27506761357219656,0.16409168081494058,0.19215291750503016,0.31251823752553254,0.11596776396667122,0.09070652678488535
3,0.46742808798646357,0.12285947268279424,0.23003843643483937,0.5310554509917476,0.23787635026430703,0.493981996561141,0.44511937906015353,0.3450998185117967,0.4400553662691652,0.10969259641054106,0.6427943116845036,0.4143264892735475,0.4027987596406138,0.5784329058492337,0.5593743966016606,0.23322683706070285,0.47952175019079113,0.4912843546144798,0.12991409686557195,0.4681528662420382,0.43499051233396585,0.3127585109767738,0.03464320057696931,0.5014934001348877,0.4029301665160707,0.3502681343494214,0.3557509915502673,0.16278431193080406,0.39816787388155095,0.04409215754246553,0.5184637092611074,0.24055151366522248,0.4854922279792746,0.7060787069571327,0.4451247796641618,0.572257806244996,0.4276030582486009,0.4093686354378819,0.41669198825078496,0.5094153603470374,0.30551000327976385,0.8502390082470976,0.3891221560394493,0.08294568196191414,0.6651580510572096,0.37443199030596785,0.46955045397504985,0.5727245237375265,0.3340248962655601,0.24577534791252487,0.36282776943513917,0.6672415243543367,0.09716337222651276,0.43633334757165443,0.4088767926305873,0.045874924417394415,0.43833034111310587,0.38569102576381575,0.2678096181221762,0.37282780410742494,0.022769246867397386,0.48344077866262164,0.022505362605933443,0.7809890005988213,0.39744146884675974,0.5924416264090177,0.3900869971000967,0.3518963034085454,0.20479785212433968,0.16089890704174145,0.2736318407960199,0.4595386117248112,0.40499156016397403,0.3995943204868155,0.39846591807686227,0.46464032421479234,0.46659068243339497,0.7770041393933024,0.5200339558573854,0.3997317236753857,0.4439256881626301,0.23077448436006007,0.3560486491504967
1,0.5195290468133107,0.169951073661321,0.5887301472187977,0.3557984653250327,0.23032472009718621,0.618084353191059,0.5143001771703366,0.46352087114337565,0.5273637137989778,0.1313667961832263,0.4301422078874064,0.5643126783905716,0.3844318994990857,0.6175320613074757,0.45896891291755165,0.3607900087133314,0.6657339099465784,0.5961929205432575,0.11906681099007392,0.496144820650352,0.5467172675521822,0.12551702195354755,0.09391277345941182,0.5025532324886791,0.34116432167290567,0.4163138583121648,0.37063861585330804,0.26694430460848473,0.5803152961227099,0.039193621503426576,0.4218260660081907,0.1595138832120766,0.5496545768566494,0.5010541110330289,0.4912329529640969,0.6593274619695756,0.4412390636084181,0.5674522354766754,0.5488706573483236,0.42260672384895986,0.5253361757953428,0.3621368913169092,0.4374572795625427,0.20712528986016443,0.7004455130471678,0.5143895789154801,0.3510002214512438,0.6145549843765749,0.23328722913785155,0.42246520874751486,0.522813907820261,0.21860015142592745,0.11770231063057046,0.3507752765793858,0.520046058829687,0.06762288988233896,0.5046678635547576,0.46413178814289824,0.44909327226589096,0.5994796022674473,0.013974415988699083,0.5967639994943749,0.10426312519780104,0.7966213873743264,0.27714704763974146,0.20234500805152983,0.33102229925669147,0.5704272683629381,0.34359036942763993,0.19636892453816263,0.5161194029850746,0.3191183270821559,0.46419098143236076,0.4709745967352459,0.22615846908113238,0.5477203647416414,0.34670180937455475,0.3502046848714673,0.43879456706281833,0.5637156270959088,0.6180332652465714,0.34749351181532573,0.41713861294215954
1,0.4293570219966159,0.12657991301984237,0.42599173254043077,0.3558346604893587,0.2086548248350133,0.373773642156367,0.35446722348772464,0.2937840290381125,0.3723381601362862,0.09520788729416117,0.3506817182231344,0.3147960592947242,0.3899976146934881,0.36686737566468564,0.4871114114693956,0.11179204182399069,0.48884931739167303,0.4011870388193777,0.08068676446880543,0.3036791820315119,0.35419354838709677,0.5682582609881369,0.04246884766407565,0.3863570671548319,0.23844714082870788,0.2820249183500665,0.2520549520032189,0.16372248409683768,0.35593310609288453,0.007690461587690992,0.2650996317582682,0.2856208616038584,0.38203799654576853,0.353522487702038,0.3122738658502644,0.5499065919402188,0.4832899818712067,0.3882261662302396,0.3926364833383976,0.3046189490288869,0.3899229255493605,0.2763303041445606,0.35465286593106143,0.06881455976389574,0.5799094830634326,0.3970009088155104,0.2913929283236141,0.4561536135470214,0.32859118751234934,0.33194582504970177,0.32880905625505374,0.035017245730630094,0.07993278924627942,0.3662380932040494,0.40181094943996654,0.04769881942448183,0.3020197486535009,0.4363566708169716,0.3124342390295228,0.30308521512870545,0.5097234938655923,0.4872961698900265,0.2277495809548369,0.6807494720917774,0.21899614319083055,0.5248842592592593,0.12887903736542117,0.3316370619299088,0.38658275074530585,0.20662818968847277,0.38422885572139304,0.45925602425114315,0.4486677115987461,0.38689268810972666,0.4241064368179661,0.3440729483282675,0.4722894999287647,0.4451541811397464,0.3955432937181664,0.297507265817125,0.4465032584378951,0.30665209670809995,0.20081700863429583
1,0.47504230118443314,0.17994020114161458,0.8187323228660528,0.3536629506297959,0.22937255803263618,0.518003438859108,0.47882392643212685,0.407032667876588,0.5797487223168655,0.18794438717521741,0.4637516493182817,0.46685388085811613,0.3822851236383875,0.41347356897091025,0.47615369762502413,0.2729596282311937,0.5557534130416348,0.4738530638434393,0.2862324681605675,0.43421052631578944,0.45749525616698294,0.24879550929503205,0.031142319096081422,0.5019269679159842,0.4199044791532206,0.4993347042457965,0.25283094786457433,0.1550043476271109,0.4513208351086494,0.10345057465134264,0.27826341329111737,0.31810131066241587,0.5120898100172712,0.5172171468728038,0.3703497541515911,0.5706231651988258,0.45735792543548515,0.4656192415866551,0.5061784665248658,0.3203687272010254,0.4111593965234503,0.32119031359983186,0.4269602577873255,0.321101819970487,0.6167527049006436,0.42689084115924475,0.3742895105927512,0.47439774216308833,0.3818415332938154,0.3766153081510934,0.5314774171190944,0.33631277866576925,0.11126301947442024,0.21919183289906455,0.5052862974981681,0.06024305383464013,0.4218132854578097,0.44148070108227183,0.49712199046852756,0.47913762661462694,0.24826431579773459,0.5781190747061055,0.06305017992568542,0.7491254057802011,0.3477918409473627,0.25095611916264093,0.43821872604246526,0.4512722035525685,0.21079516727976427,0.28306709991138174,0.37696517412935326,0.43125417458767923,0.44486978538702676,0.3940886699507389,0.3585718804365017,0.46362715298885515,0.3649024077503917,0.4026896590892029,0.5390916808149405,0.41376033981667787,0.49820056414745645,0.33981013522742787,0.3074459195989231
4,0.4181472081218274,0.4197132372927426,0.2848647472623106,0.41537570580570443,0.30341136684506026,0.4942854253059574,0.3580528136336792,0.3353901996370236,0.5530238500851788,0.11299659027832845,0.5059375458143966,0.37464321885645885,0.2648485330364952,0.49898342195808576,0.40036686619038425,0.3706070287539936,0.5453234969897397,0.35215484974869,0.0675249303332489,0.4968152866242038,0.20197343453510436,0.492091268578701,0.015491024921868744,0.32691010694671935,0.3895056150768039,0.13604290149590742,0.15893544864057021,0.11820969292023248,0.4402428632296549,0.0408575771312765,0.1565887737894483,0.2003596828251451,0.4575129533678756,0.2916373858046381,0.30494480007421837,0.5841339738457433,0.6321431386458579,0.5235185723984095,0.4192241466626152,0.2700877452430247,0.4020170547720564,0.1674633608236592,0.4377502197051069,0.044255498559482825,0.4658793578954812,0.3920024235080279,0.3522551118328781,0.5211168229009172,0.27425409998024103,0.450360337972167,0.4655192329906434,0.13969041810381083,0.12957899350852659,0.5121951219512195,0.387208206846017,0.03692396142065561,0.35924596050269303,0.27803850205918973,0.4552825400755091,0.489359724932627,0.08264838988149736,0.5376058652509165,0.2483912182199665,0.507705884206877,0.32728556684230536,0.28733896940418685,0.1874270857638079,0.371387421987518,0.28642410083857806,0.20888909086777702,0.3324378109452737,0.5392796588398501,0.46443211960453334,0.3726456099681252,0.5462596868575044,0.5904761904761906,0.5701666904117394,0.3233093995758117,0.5370118845500849,0.38486474401967363,0.4604610446454625,0.45519737740745797,0.3169622133506638
