Type,41325_at,37827_r_at,37406_at,41449_at,32655_s_at,36606_at,40421_at,39572_at,35592_at,185_at,38404_at,40899_at,32076_at,41209_at,37529_at,36924_r_at,40020_at,34355_at,39770_at,41424_at,34808_at,195_s_at,36569_at,40093_at,1252_at,31481_s_at,32652_g_at,35147_at,40453_s_at,32634_s_at,40548_at,916_at,36894_at,36970_at,33316_at,34730_g_at,39031_at,40395_at,34849_at,33904_at,33249_at,35807_at,34842_at,917_g_at,32822_at,37247_at,37402_at,41164_at,41792_at,37588_s_at,39631_at,37490_at,1072_g_at,35156_at,1390_s_at,32223_at,2053_at,39956_at,38174_at,33074_g_at,31720_s_at,41830_at,40284_at,39338_at,1101_at,32085_at,37286_at,40175_at,35436_at,700_s_at,40862_i_at,35450_s_at,36773_f_at,469_at,33811_at,33426_at,39735_at,40148_at,38317_at,32562_at,36673_at,34773_at,33282_at,32138_at,34338_at,41084_at,32685_at,35835_at,38204_at,39760_at,39686_g_at,37616_at,37879_r_at,35174_i_at,31689_at,39584_at,32219_at,32640_at,677_s_at,33520_at,36417_s_at,38849_at,33865_at,38408_at,35325_at,40456_at,39315_at,1711_at,1529_at,32119_at,35668_at,1287_at,33197_at,2092_s_at,41418_at,35109_at
3,0.010152780607048278,0.09602915170676812,0.06711248695890129,0.06045692064649411,0.22920714509558135,0.005571388469937816,0.1274957337883959,0.09677673265378407,0.057031859085323135,0.028782169486089953,0.30590848373769064,0.3450056168033857,0.0508107362174843,0.014107213481790334,0.0,0.0036708524814571667,0.17409376124055795,0.05876908838500694,0.2227409136378793,0.014718147475837707,0.08703010410790299,0.3459073118157582,0.026832599787524666,0.0,0.08873317162694593,0.618406580268758,0.015812400174241324,0.052010638223999886,0.1728268659772704,0.007320923143914647,0.1021058135665732,0.02236142726568822,0.08199398614700315,0.0007238134629304097,0.10699443956687153,0.008718372331064695,0.03389652086951944,0.06585100777236201,0.1836642726376567,0.0,0.061478912180163874,0.34684308080608905,0.0639074620657306,0.064751807593548,0.08458568648096743,0.17101769911504427,0.01729135599752023,0.42493973044206007,0.022703475327006496,0.21555224813038606,0.13466332470672943,0.0176527731398561,0.1519216277317257,0.02682604767530752,0.002950141334332323,0.1471855244728773,0.039963542683890886,0.11708166688169269,0.026134415561697513,0.04796555292232717,0.579222492078555,0.20481003834088535,0.04163528778913393,0.6102768221457716,0.1231932243726595,0.13353115727002968,0.03170920340293889,0.10201014465526959,0.15234976040796588,0.06299070815558609,0.0,0.133948902010729,0.4588632313813558,0.0,0.22286091840105718,0.0002475265723451545,0.07885329300151245,0.07081302014083814,0.081219229201292,0.08494588744588745,0.11139186295503212,0.12512940341329232,0.5182566811684276,0.20296825437759497,0.22545797451151703,0.18005366414607796,0.00023298075578955852,0.3262227095051959,0.06463737427210166,0.26299157303370785,0.3054474013216645,0.14434467667697878,0.0660861939363568,0.002599045641441715,0.12147505422993493,0.09035491736656734,0.33530948944966654,0.10438611224416344,0.17564653078671771,0.2222222222222222,0.14511234234485063,0.17934224049331965,0.23502926609635302,0.03252229714277794,0.20903157053416813,0.07631084599413374,0.0392348183335473,0.1278554095891557,0.08323721645520954,0.13043335951819848,0.03531538726028461,0.30559303087538064,0.08887603624445731,0.4591238651888594,0.06723244792240714,0.07225354983354847
1,0.021055204726013445,0.05742814783059142,0.10094237972258804,0.10043747721472841,0.13074271388279537,0.05044223788068379,0.12777303754266212,0.16478413160691094,0.05564438336614823,0.09578021860552124,0.934955940066064,0.017591697580855842,0.016407921065341887,0.009595854644420462,0.24737430167597765,0.0068584039893282685,0.23168538427720714,0.11208802509126431,0.12024008002667558,0.04344579088238019,0.3880198984563311,0.3072494185716717,0.03694642586128396,0.06326530612244897,0.12163913807928745,0.48600816157365345,0.035240307826339475,0.03672687123721434,0.08678884679703765,0.16492488569562377,0.1386129200931692,0.068528081318515,0.05826520515308425,0.04994312894219832,0.16031606672519755,0.07021387397417708,0.027080372651192165,0.039783954683177455,0.1497817208843825,0.1985162462478277,0.22736641029507865,1.0,0.18487231340410565,0.06706893208933697,0.1029163077119428,0.20855457227138643,0.020346385626281074,0.7155963875738537,0.04659530972127578,0.23337559487716594,0.0558419769187401,0.06831911599526426,0.13458929917106255,0.38564180971575507,0.0024307802336273544,0.13834273384562973,0.06651600122764431,0.21248871113404724,0.08610012944757373,0.08478253613271469,0.21209367410290642,0.17032647844777507,0.12657342657342657,0.31954156332506595,0.033143177125258105,0.06949140846042372,0.1318341364745077,0.04111090237334836,0.10750868246362157,0.06319990043506699,0.02114171088454442,0.08798386785535102,0.1896404423072229,0.1298391899940441,0.1827552031714569,0.00703122510948762,0.5959714010724598,0.046437189146599694,0.1601492677725862,0.019025974025974023,0.470321199143469,0.08369073323671213,0.14354153718665838,0.12555122882120845,0.09285684569621835,0.11976861692859879,0.0869950142118261,0.3519877967394413,0.1345685547908947,0.16278967696629215,0.142418288980175,0.15536105032822756,0.08318717113505388,0.026636779933717464,0.30378623545651745,0.1195249706493272,0.2492686922266859,0.12992777791107807,0.12210736977092118,0.31530631659056313,0.18055516886154185,0.02503711316660957,0.09635299414678072,0.08521770465901136,0.18049820167843345,0.031407573410671324,0.017948388753370133,0.21107020333026522,0.12413494809688581,0.1783516627389369,0.0359032376135494,0.10968276606406353,0.40286613970824503,0.23358025338518543,0.0870164223520335,0.09453767239622257
3,0.03935628437563658,0.02323919761356126,0.06145136739126717,0.13195203953497792,0.10015669069257288,0.02475009634553076,0.13948378839590442,0.08937777952693926,0.038439684448379294,0.08001282770784895,0.16339970799291728,0.29761873661110816,0.04120609949630856,0.01038685069614356,0.13396648044692738,0.008230084787193922,0.0,0.24479407681628873,0.3598532844281427,0.013802351632896694,0.3522231909328684,0.24939020931419822,0.056900895431780237,0.02943732698126569,0.14013270190839203,0.17605964962619353,0.018527660810222158,0.08286982063621023,0.14142862018361146,0.06961680818637056,0.15667633217664115,0.08348421426450642,0.18374914739703918,0.05180436356116224,0.1070529704419081,0.0986675525706179,0.0568977314595505,0.11467527335001977,0.13896634276862413,0.04035889199009954,0.2218368270245815,0.12989312615845724,0.1172123566816973,0.05232918300081808,0.17891898790721417,0.17020648967551624,0.04006445163055923,0.2889753550595201,0.045955424069672735,0.23453319368649286,0.0693728391036483,0.2232931604990741,0.16748304446119067,0.23716033080825627,0.007166047974207903,0.3489646818336677,0.033667215386475456,0.1332086182428074,0.10759892243641325,0.06568977602723722,0.15703225944809912,0.27284768211920535,0.0307961269499731,0.12641411312905032,0.14541700206488645,0.09026292181353945,0.302159557379975,0.15314045964055356,0.1130258935244208,0.06125361783483342,0.06445613838388023,0.2102195978541932,0.13098957697659094,0.07546379017492776,0.19081598942847705,0.008629119418091987,0.25952151794307715,0.06780912985669967,0.2487378092759259,0.17214285714285715,0.2425267665952891,0.10819604247389748,0.1264760720944686,0.0680171235526214,0.6487914465199485,0.13830714011917622,0.1483621452867993,0.5167794832681857,0.10635256749602966,0.12644838483146068,0.43868547954991954,0.25235795668905153,0.04394262089701829,0.021961248091970465,0.14878722145533424,0.033188837713356824,0.4168649323296541,0.027797106317633227,0.04467911477257271,0.3430840943683409,0.05994375922265223,0.3277663583418979,0.27444640006549054,0.06629891684742309,0.23276941521246836,0.033928747981412516,0.12155604057003463,0.37532424064931796,0.3999423298731257,0.31716417910447764,0.0480484477423219,0.18746868133986042,0.20776299723668146,0.05589937980584942,0.20549983467430838,0.13180243223045043
1,0.06129965369729068,0.042441455441830554,0.06487198344421831,0.18325434439178517,0.0680664368536509,0.023903207235668307,0.04313139931740614,0.08119170372702585,0.009170553801022763,0.06812047355621477,0.46709225145744665,0.18967814410366263,0.015193541709790934,0.01631261772769626,0.18417132216014898,0.00302272632034753,0.3261660205427441,0.2390868425111831,0.17129043014338116,0.1055018615730974,0.20852351402636032,0.6606160304044472,0.0494885415085749,0.12728706624605676,0.0733197294626471,0.7583807565396202,0.033207492376942066,0.050892652542549426,0.10822156240401352,0.15134443718702373,0.10557589009839806,0.07652719640913087,0.10065037994869971,0.08547202977975389,0.08200175592625111,0.010217824626932673,0.0499236801936944,0.03243973126070347,0.2806365300661879,0.1792090157459582,0.18071683506761174,0.3798004495799977,0.07131509892337035,0.05890697927355782,0.11443476596152002,0.1968289085545723,0.17303084630464285,1.0,0.03368125384346901,0.2413134152839792,0.08981856961397647,0.08509152727603897,0.14743782969103242,0.24737646813538117,0.0050715753385780285,0.17117007987280916,0.014815434837197623,0.08231195974712942,0.09176783402721897,0.049067058313027795,0.3653783260686579,0.27089578250261415,0.0867132867132867,0.5197975838067045,0.3158926259055752,0.1633772686495066,0.12659884585638648,0.060179097000438345,0.23334945267507803,0.3603191373863675,0.0862413138376568,0.1377793215236772,0.9820404227793103,0.13976573357157038,0.12375289065080938,0.004058455483203729,0.23834731197580095,0.05175555227261536,0.15776600081532818,0.35958874458874457,0.2836402569593148,0.010204383448194266,0.369432359643671,0.0915104314413183,0.26669994869021374,0.13761020315712444,0.0779087647360328,0.24509009438459337,0.18104817363684492,0.3112271769662921,0.3695302732630826,0.15136195578359615,0.03514156852919068,0.04891431400321787,0.11368566357720372,0.06551973268310306,0.37567767853660444,0.39410226263886555,0.2280587560961393,0.2202720700152207,0.09499679817356682,0.13800388260819915,0.26585076337440133,0.019667223373365395,0.40186492606900226,0.3097749068978018,0.14802927205032737,0.12752070956405318,0.1319204152249135,0.20427467923540196,0.03533757029248328,0.3125120456385152,0.2202943255574835,0.07357147303482327,0.1384051581615783,0.024831849989809075
3,0.04037482175595844,0.036046657020881334,0.04085925875250133,0.13466601855227447,0.13939204011281733,0.014939504522292693,0.138929180887372,0.11338502105553148,0.04159784346631076,0.06309628798204121,0.24132003769169438,0.5267092063326192,0.0037121368936728076,0.019711219407557365,0.12484171322160151,0.005886214747663813,0.14707645577714717,0.05722659262687028,0.31493831277092366,0.017023990580385614,0.07513205805425921,0.19385671337001534,0.03254515100925785,0.013864031416983195,0.05075783826794491,0.2409178582245389,0.03413677943952374,0.060044858307466885,0.10593495102556227,0.06942630089266275,0.1623805675714218,0.08245376057379387,0.04177994677836165,0.008292834246716986,0.08387474392742172,0.029980067161096847,0.021856413495447126,0.0944704255038862,0.20070412617941133,0.01062457212070146,0.08103352938219473,0.1991284457940608,0.12803175460100982,0.036563278778449795,0.11885389745062377,0.18960176991150443,0.029704159196644497,0.16281399502854216,0.03945684511443149,0.27543501828271133,0.11552856628560172,0.16156157979417748,0.1620195930670686,0.2802835499339773,0.005048871028164696,0.25970397849869403,0.03370441672944394,0.11579151077280354,0.042175418955323084,0.06982876598017289,0.25253727502291995,0.11000348553502963,0.044593867670790745,0.425582046563725,0.3213873236971967,0.0976813194396522,0.32738413944910466,0.13563779823407854,0.26410076053985143,0.13665551857177283,0.012771796752941291,0.2270078345104396,0.14675226401737984,0.1276553504069883,0.2501486620416254,0.004296179022980759,0.35487419221779193,0.0458216378588664,0.1889366239142024,0.12006493506493507,0.19177730192719486,0.1599130409062676,0.5483737310959187,0.018258245867395623,0.3607771352498233,0.22467505314144331,0.06090116956339405,0.5001191724663935,0.09158284806776074,0.15366046348314608,0.45233077335238425,0.19972836338942127,0.0611688799799549,0.012775203179361655,0.13094064287122856,0.09514133477828954,0.45212371777370414,0.07808863401876336,0.10241513979831737,0.35987442922374424,0.08135423337138402,0.1281546191618134,0.22962629446195407,0.21105882842114743,0.48938324230717983,0.08354480440299246,0.06735139299011425,0.33394695004602115,0.13451557093425606,0.06690233045299818,0.03986290886101221,0.41716455305862854,0.30030203714414244,0.3992634989696194,0.09384988427201588,0.08393912629934099
3,0.024420452230596863,0.08061375774788775,0.09671791889719339,0.08224976708389031,0.39279222814164844,0.016961571217188998,0.1838523890784983,0.1472312959974812,0.05227479947672344,0.12742189796627382,0.14363227817298832,0.2332671508438267,0.0420892844821638,0.04752009331072068,0.418659217877095,0.011082398625525557,0.3402741696974541,0.31857679058049254,0.42920973657885964,0.022840384416207404,0.22447304989999486,0.21317147881331897,0.043593868568826834,0.03087941801326208,0.1334847726485196,0.38537133566065707,0.0698562509075069,0.08780006805130233,0.23606702842906382,0.13286522969736556,0.251319104435043,0.09030733135781195,0.016648573871441884,0.26623927205046016,0.2241147205150717,0.13659381902418877,0.06943786515079742,0.13669147674878143,0.1400647796085058,0.15177207857180475,0.2507414668476348,0.0929605237212604,0.1552860170897811,0.018305283516732954,0.16848537060081042,0.31305309734513276,0.03447659579221331,0.09434777720873878,0.07869762494390613,0.037557650258162954,0.13147080200245892,0.1970644485595458,0.20135644310474757,0.22180137605115016,0.006544517476642941,0.433546579853882,0.07773220613264138,0.27209392336472715,0.10040933421964104,0.14743482759771687,0.15326052573732435,0.202486348321134,0.08480365788058095,0.10046003680294421,0.34144122073285965,0.29000759091850115,0.27669700755547627,0.09765796230196006,0.1493823361322372,0.0857847226083894,0.2560233402148294,0.20284821118443905,0.16993555788805628,0.1405598570577725,0.29441691443673607,0.00976627119599448,0.5383610614601954,0.09580440242280987,0.2914798206278027,0.09743506493506493,0.4035974304068523,0.11217427312254136,0.16796146674953386,0.02959228408592723,0.4373257894079961,0.4860264139108617,0.22226364102325147,0.4423920297454476,0.5462149285336158,0.1641063904494382,0.3177353098767636,0.3869689881536256,0.1085254322225006,0.03582970062844649,0.41500690199171764,0.17664589542129508,0.37388353679940717,0.043369244427382006,0.11570520916315309,0.5989821156773212,0.1583094356432887,0.1740607513988809,0.2673652326961647,0.0236658096617487,0.2040761955508192,0.1326335563391886,0.12301964308640388,0.3271274370345577,0.3377547097270281,0.9045888976171772,0.07103006910014531,0.5541571907643681,0.46096009253903997,0.169631126997284,0.19252176788272893,0.1404986751817379
1,0.07400285190466489,0.10394226818855723,0.11356445295797775,0.11040223599465307,0.30742713882795364,0.021638492537384448,0.18430034129692832,0.23676650005903419,0.07913897221084344,0.14292204495042626,0.21207273254429293,0.22774178379225662,0.08361277858276409,0.026149793201455968,0.4223836126629423,0.014275537427888983,0.29235442228528036,0.18196308293485525,0.26255418472824277,0.029087420344840742,0.34581260577465517,0.2504396165409269,0.039763241766580665,0.01321380287130625,0.09015772789691857,0.43423317870977,0.0758675765935821,0.027185800887444538,0.1454557864919286,0.2521500108861311,0.27879450491990304,0.07536284195634835,0.11023796028551391,0.16618757108882223,0.2910740415569213,0.06041805089159049,0.16556134533396494,0.07029706231063103,0.234305027460921,0.3462662594133446,0.2188709596340421,0.23118271088851203,0.04247664647340729,0.0936543890593893,0.11583867777033278,0.4212389380530974,0.05738652547626627,0.013950060581835441,0.07886382900925756,0.1504878452125021,0.06342252019100794,0.2441789866731429,0.32701582516955546,0.19146570296754462,0.007945089625265356,0.2278002801226483,0.06735303144443515,0.31976519158818223,0.11484098939929328,0.20180913915684764,0.5925294474021413,0.28967119786220513,0.15470683162990853,0.5667853428274261,0.3985230812305323,0.16492995652473952,0.3254803974061515,0.1867681132193625,0.343935464017233,0.033944757350195816,0.15906736635314017,0.12103932692678784,0.21940830424488006,0.14446429753159948,0.3326726131483317,0.012170464933327125,0.26667124982813145,0.1459102772443,0.25667157954153474,0.1906168831168831,0.2587152034261242,0.05140643024046852,0.3768515641185,0.18327874771127217,0.1388415082303671,0.11245077882705506,0.24919621639252598,0.2518114214891792,0.3114875595553203,0.2676439606741573,0.15938560457224502,0.25624386931260845,0.1646203958907542,0.045387037775546965,0.5517649378820746,0.1734850537343087,0.21681812863216196,0.09688797178299781,0.15132026346979618,0.5231164383561644,0.17456914552997188,0.11445129610597236,0.22831648315664527,0.02935530592303587,0.19397895297722126,0.07018093135154731,0.17540120683014507,0.22634089197556684,0.3191080353710112,0.16840141398271802,0.060371122128683764,0.03162702848552597,0.45157766210397793,0.3999613402484053,0.30910393475146036,0.22056525579183367
1,0.07434915461397433,0.07583552149759748,0.10495305204467326,0.12418479361607325,0.35399561266060803,0.02082015025144994,0.08741467576791807,0.19430123184698334,0.04665882632768212,0.12221064165263636,0.17909767740465762,0.12051308845812214,0.05898019733664527,0.12287252227190155,0.3146368715083799,0.006935229288597729,0.45323927900563526,0.2070543472672117,0.1639879959986662,0.1473749911418557,0.2307554233550439,0.3862669465085938,0.10878433753225071,0.03829266722461855,0.18220203031353066,0.22707347010345433,0.052214316828807894,0.09048740009304973,0.17729770315006316,0.19825005443065535,0.15853020867994486,0.12792471284108312,0.08379045661091523,0.17854410092027712,0.20863330406789585,0.07354948192576363,0.08213590188957313,0.20875872744038992,0.17189128291789887,0.12638896203064934,0.15673855124918312,0.22821706037780493,0.27180363124659823,0.08323678647934211,0.22258383586994668,0.4204646017699115,0.43451792526068284,0.5528910651161048,0.0657087772366912,0.13002774562225533,0.25020547619532807,0.193421571901278,0.3386963074604371,0.5158975606365973,0.00716037189660457,0.10703713517810501,0.055113789607804844,0.2682557089407819,0.05220760591960255,0.19433225408057678,0.09489113709595269,0.2092366678285117,0.4718262506724045,0.29179734378750294,0.2917089560074196,0.12533641570630047,0.221696710095782,0.10972822343290126,0.5735041983558272,0.8546563818209261,0.21137567362697093,0.1902859789278685,0.1254973515268387,0.10076544680475592,0.3012223323422531,0.008880322127650189,0.6790182868142446,0.0916802087949968,0.31650412367901154,0.28205627705627706,0.33700214132762313,0.10000295779230384,0.22061451211932875,0.0514544704335044,0.057536298206931,0.03579642471338467,0.18021061460323376,0.41547096958718654,0.2427210164107994,0.5099411867977528,0.12755849258796212,0.33735757941598127,0.12310511150087695,0.03779273642376821,0.3373594951686058,0.10421746590806467,0.1930067475330551,0.04665043069318809,0.12180620591835546,0.3817541856925419,0.4315087562992455,0.1226019184652278,0.35172526707871143,0.3263906695033298,0.4656054349274011,0.23108295158685696,0.2088971626652972,0.33501380637603545,0.2314975009611688,0.3377356637863315,0.08746769595936069,0.1300061673669198,0.4087783561467772,0.05849416991288452,0.16746114846247107,0.19238739044772063
1,0.11394581381136688,0.13249557901505812,0.15412440780584585,0.10373880989994735,0.419492322156064,0.023841355783824417,0.13077005119453924,0.22983982053603053,0.06852147944553827,0.1452737913894011,0.5030572727366862,0.026648793040388735,0.139508728351618,0.021266398085521422,0.2515642458100559,0.012624491905407105,0.34962631389632703,0.40531646871304433,0.27562520840280097,0.014540984589554475,0.41720088209651784,0.4350360201939985,0.06689330702686296,0.07185347325049893,0.21716782812921107,0.4122989495162036,0.06720633076811383,0.09173384996771035,0.4523053820688714,0.19635858915741347,0.27798640490564247,0.08272156209793387,0.1421325161153968,0.13876538103608727,0.2791044776119403,0.10009068543825309,0.15923206484551816,0.21318008167566857,0.23433319250809742,0.18964268787192584,0.21992660734931885,0.34604645659975547,0.09278574052030462,0.056303760834921425,0.07266838964934111,0.32304572271386434,0.38486950499583916,0.48410382602395796,0.09577509265876642,0.12784117009352666,0.09085444134248977,0.22353601894295858,0.3890165787490581,0.3660435054555563,0.011990713937040947,0.2823257750690843,0.09349162504766423,0.3292800928912399,0.1384214393170766,0.17987916819653524,0.25852594105694326,0.4349366794469618,0.34983862291554596,0.23703696295703652,0.4420606866622336,0.33931405700089706,0.3085251948360997,0.16647880268019286,0.46328087220292785,0.3054604480951586,0.04830249659378131,0.1230413723901046,0.26933263358312787,0.1924977389539629,0.30284109679550714,0.010549288422373461,0.6757871579815757,0.16994139951740778,0.27045376148515166,0.32753787878787877,0.4170877944325482,0.09612824987429383,0.05773513569504868,0.13067024266962374,0.19226608977825857,0.25580200020908106,0.2106146032337729,0.44135522928782533,0.2663049232398095,0.4194610252808989,0.09087337024468656,0.34895872632611485,0.13084126785266847,0.2174122306412355,0.44473476631828046,0.16524428790752282,0.370002730215687,0.12343138901552414,0.3673713253152506,0.4662528538812786,0.23923211849541998,0.13025294050473907,0.36580573861078136,0.06948669794388118,0.13519381910217132,0.1114754638631645,0.16040570034664267,0.37017822776336706,0.28991253364090736,0.38044972505891594,0.09525394026109428,0.19479242955710593,0.36363344258081104,0.7859953411723078,0.2651273007825416,0.23294721108770972
4,0.3434589529435731,0.35274994194666237,0.4253536061844739,0.403086644792806,0.43779379504857413,0.43852203576917037,0.566830204778157,0.3184304773899012,0.5083975316146253,0.5554397498596969,0.15235107121037972,0.020501332358012433,0.4765472986959221,0.5916047164815423,0.8110614525139666,0.7156039166934391,0.6332280884057392,0.4508715101033472,0.5703567855951985,0.8565471226021685,0.7815272578080927,0.09722616143853878,0.1995629078767643,0.5870662460567823,0.574866207215185,0.0786707155723463,0.13336721359082326,0.4115298349408717,0.46547899389099356,0.2931362943609841,0.6005133811855303,0.6167876625002183,0.6960218266357968,0.5462516802812531,0.46046239391278904,0.39420331495681216,0.679693668087794,0.6340238440258201,0.6277144064216308,0.12669176891884776,0.4503594229125823,0.05174902393816304,0.5215569312735914,0.6696962675380315,0.28998755623624,0.462094395280236,0.07974074136130334,0.018696678616485756,0.9798976182957435,0.8351248553001488,0.1046468186850882,0.4158343705412707,0.6077995478522985,0.7054694558343177,0.48843924894141144,0.5190521255252301,0.3138305292821071,0.4549090439943234,0.4208795437847671,0.4152007743916686,0.0880500109908374,0.6154757755315441,0.3741258741258741,0.03520681654532362,0.6130612816295103,0.6420881926713132,0.6466773752156583,0.4305842569979335,0.7354596210489295,0.030798929147369338,0.6128000701961348,0.7022693064721547,0.23961969389996826,0.23338406900050737,0.7877766765774694,0.5067677686092192,0.5444108345937028,0.2947752006697198,0.46574053748941635,0.6882683982683981,0.5264668094218415,0.44350616699695355,0.09252641392169048,0.7888954792789541,0.5803414180915534,0.5107850994877512,0.4882344718326266,0.8999427972161311,0.3661725780836422,0.2109375,0.4532595106268975,0.4700445182222893,0.12584565271861686,0.17189455300540438,0.3365213961743246,0.22979319064390863,0.6246343461133429,0.05771768601386856,0.018847028192822586,0.4806411719939117,0.8786090152295569,0.3387004681968711,0.44402603249969297,0.40802905038773113,0.6846143599307314,0.03799887947796856,0.10132237771215816,0.48092209856915735,0.42425990003844677,0.510408483896308,0.7970363468982575,0.12315460817947037,0.40080971659919035,0.06626543523344922,0.5855009368455857,0.6723962225694681
