Type,1553468_at,1557731_at,1557862_at,1558007_s_at,1558135_at,1560172_at,1565900_at,1568795_at,202826_at,203447_at,204879_at,206173_x_at,206681_x_at,206899_at,208607_s_at,208608_s_at,210613_s_at,212126_at,212576_at,214125_s_at,215360_at,216042_at,216568_x_at,217726_at,223519_at,223693_s_at,224271_x_at,228399_at,229856_s_at,230251_at,231455_at,232479_at,234608_at,235135_at,236389_x_at,237159_x_at,237455_at,237604_at,237688_at,238030_at,238372_s_at,239013_at,239447_at,239566_at,241076_at,241078_at,242254_at,242872_at,242934_at
1.0,0.5464648160122393,0.6785902262110638,0.16105338351583562,0.15438974970481664,0.5047795993522369,0.6139153300999508,0.6026389986979006,0.35867975845700234,0.23335964642576126,0.09516834109794123,0.2276412516004489,0.10119544565781602,0.6763002012366576,0.6110817687854062,0.15209543493556296,0.09846065938070626,0.32399104656748345,0.5466559397955499,0.6710315305565637,0.28472113552620804,0.08707017772246316,0.4673020642516808,0.4006620857699245,0.3630320133080056,0.1312808802756941,0.4352650815268485,0.15285989541136996,0.39546997770823084,0.8580999122284572,0.29166111420118285,0.6161302791093741,0.1710364400003101,0.43233264079067973,0.5792062977232058,0.0051780231957857204,0.8435571815227406,0.3086156325098389,0.16269172807588833,0.6598744198230977,0.014202047337932094,0.625604756950359,0.28293303724895763,0.7886422891509614,0.710829513885557,0.49028463635941716,0.38572075417192553,0.6327092587671684,0.3200295970471532,0.30634812000825257
3.0,0.7344765510880935,0.6702584689601325,0.7563654323076792,0.4852369467429387,0.7427568366666635,0.5511043986534585,0.6113832328257681,0.7131417615645458,0.132855466063816,0.7853700868875689,0.8280605302097676,0.7264800315011485,0.5869051142715352,0.41221659068945177,0.0979633588418223,0.7756176051514905,0.6435480292228705,0.5132456857330737,0.6947316679979746,0.223689340780818,0.41682313081708544,0.48428370567029,0.41908267037868085,0.638989487717508,0.5263011769873592,0.1574801066314298,0.6124493153673776,0.6223524666775904,0.21889672861014145,0.5816336746251553,0.6532291825564259,0.11735510527199067,0.12022118231515115,0.5756968884022435,0.5940600382638286,0.6951068822320855,0.20213542337548315,0.7608545772585532,0.7028648751752068,0.6667035768673175,0.7547432144549687,0.5689850308554988,0.6738259971895352,0.07303882946514705,0.44744243075131873,0.36487854192640445,0.7411813413996793,0.26710148834988795,0.6767444312745322
4.0,0.8381661957659966,0.5953660643812365,0.7635418259890582,0.35622664548767335,0.7369127122200315,0.23236821369116237,0.3813578990994548,0.7331266537402794,0.5135953325038182,0.5969361616691776,0.07981836656967077,0.23331234902643247,0.8633856678668708,0.7640241500210657,0.39648198189766465,0.8775934081658794,0.6119748189520391,0.626491185359783,0.4684651505180113,0.5989003746462732,0.7053371657374737,0.7198245081534124,0.6411492230006329,0.4658073537310181,0.6686358684158119,0.4766880875199584,0.40195581448448287,0.4484269980175941,0.1786389396944522,0.6172221487428539,0.7334868014763894,0.8225175441088439,0.8921442447182304,0.7047864405211924,0.704435013533213,0.39544594863602583,0.42448530938500123,0.9423631132065261,0.8727229079921688,0.6752535613866111,0.8039131910593885,0.7522600955294129,0.032828307042165265,0.6123915711646088,0.3188867111739527,0.6978224160031895,0.8470146498730495,0.3200295970471532,0.25999235527755665
3.0,0.8550036379984679,0.49933468219501714,0.6051161066888903,0.7580485760053505,0.5221026410135059,0.6731396696108012,0.8200335884439114,0.7290034416508031,0.31289864612282003,0.7040954733486884,0.5209982774669145,0.7980572610953908,0.7229528339081972,0.1422479721134553,0.15689181853971906,0.7501669569620316,0.6983875129910303,0.5308898313328273,0.1597211950557161,0.3239967096466307,0.7217428379869261,1.0,0.3116803067870193,0.3099280885639348,0.6479802773156598,0.7371139597732583,0.628109432934667,0.5934050368132945,0.32501092892760197,0.8871280702131571,0.7760444323436062,0.3523553655665189,0.26470061182681254,0.49948932667127427,0.8620291153941084,0.7575951633377014,0.10951399270855929,0.9357928809362657,0.6886236603347272,0.632666335731342,0.2858909962760272,0.48554705006445503,0.785019156862855,0.4732596932167666,0.9123083090068328,0.7432988246181013,0.6512164093541204,0.6800580043353217,0.3814967035112687
3.0,0.8501753753732547,0.4909566336042476,0.6994139739402735,0.1433570722352976,0.9202410395523206,0.5099323480252393,0.746772180634615,0.5209953162010574,0.15929662550622983,0.42512922728793506,0.59670702409609,0.8116959636648425,0.32726310951911136,0.23028938247929276,0.7862599611071108,0.7547908696086245,0.6096384117094009,0.7805900430737022,0.2951925642109777,0.454787359885728,0.8248325115657827,0.19419111022933688,0.5647715936045418,0.8845151567906453,0.6800625117812756,0.8474003900090178,0.7003762537138637,0.1084814068791021,0.27663157098655267,0.23773954511505999,0.49915943720268513,0.37865807339812535,0.21852501817364592,0.7437234148034281,0.7340322792417395,0.8404922052088827,0.7592160389011064,0.4615990013679212,0.7257523264499982,0.6019636065637358,0.8510107787166901,0.3145810599669462,0.8183679467195734,0.8040602407406797,0.3396721962004184,0.2774558518927109,0.6931973465499959,0.76535119978389,0.5342258968061875
1.0,0.6994619428506441,0.3095069352248263,0.3175479449516473,0.45667502692351797,0.3708351666926846,0.433991148479621,0.7399761094981164,0.0,0.31474901153950596,0.22409972085776544,0.19338501969380031,0.6163210325073658,0.6004108638800133,0.6895985900808079,0.15806634084868362,0.1305782130527446,0.4533966740846627,0.46118769890150013,0.742679835661767,0.7479180851928221,0.5717856674824436,0.0,0.6927237439235201,0.3544147525209832,0.16653893162140124,0.527805160572115,0.7052991415389437,0.2220292828155337,0.8140602361399879,0.5414860722694286,0.5462788234513927,0.5792754966637342,0.6527852216582022,0.5254995061820125,0.5837701284406968,0.7888151803667344,0.3179356728970645,0.5885290848679686,0.6098900849883188,0.14760637833926035,0.5431757660750689,0.2326389460427227,0.7195497031937881,0.17086161434547797,0.5586517469058879,0.6786935606513167,0.15293893772145756,0.09074719055729745,0.6292207383147633
4.0,0.6949410073703391,0.6816677671477459,0.16674398177806943,0.6910062580408622,0.3409153049206226,0.5591292858783466,0.4656049245065759,0.8722498672272708,0.3101052754331377,0.3168636349271945,0.6681643386616253,0.47968502489657466,0.47289308190912643,0.4698421492719544,0.213648307054399,0.7888055904744026,0.4902177016940087,0.7024002205234776,0.39122507974716725,0.7046131233557198,0.2593719189184002,0.5235027032425609,0.5804504153034072,0.5322744668719019,0.6361205114431608,0.6876291770246985,0.2972874502081291,0.06592399706665027,0.18351023373552613,0.6550716724711755,0.7845239381017325,0.14662932588423666,0.7764646610632283,0.40296791541978116,0.20972781200546733,0.4592120823618821,0.1903029212366134,0.9002762570048124,0.5499353171177949,0.3142251359642021,0.7913991084837361,0.8438790980348867,0.7060498022864873,0.839230174918149,0.25049339730782905,0.41596259240409156,0.6688147057318106,0.4442496260091605,0.6456880995280255
2.0,0.9811754264527648,0.8534552742781425,0.9258093329566093,0.836223383833839,0.3520476666421102,0.5835811758217215,0.8749392950732995,0.29060265933131535,1.0,0.3579289073995562,0.6516693507052718,0.7339179092524287,0.6222788436683249,0.5586177681850492,0.42046593400388266,0.7280002856243405,0.8182772611115806,0.05375041517658407,0.1855552338894763,0.5781308720677131,0.7621515248816221,0.3446083672312015,0.21151026759081948,0.42245559252529463,0.5619169208811291,0.6967431635573897,0.7537791366647014,0.16028906043192465,0.3613908648122721,0.9438707245664446,0.7997814837706095,0.8486135673882735,0.09706858286294522,0.12569890481603455,0.26609575781762995,0.3264764079557575,0.4875634243827799,0.8397126465934582,0.7239923738055868,0.3423491913210482,0.9461881762549577,0.4683078614444633,0.24109075904053967,0.48080007192204566,0.7236511267165706,0.6453682869897306,0.4863070694454995,0.7991285954997176,0.307485133138783
1.0,0.40256343448060544,0.402572362849535,0.7999244100224047,0.5619386926563381,0.42128288902859024,0.1859228348153209,0.6585870257720624,0.27700869459497457,0.3101052754331377,0.27777341420236823,0.26860276643549363,0.4358030006147266,0.7198258439184716,0.6701207199089934,0.17873339196865295,0.5397727422423191,0.428762040852658,0.4725110110331551,0.6730042726786689,0.36902960485212416,0.6977188741050414,0.8741417993527665,0.6650407309834144,0.3238286389044685,0.14874197616508325,0.17111908979068577,0.45351941396194057,0.3120991016335418,0.7620965453136687,0.7266396152733721,0.7760444323436062,0.4595714787648495,0.16604290891365633,0.8043115745198343,0.7934726374153597,0.6936952770907601,0.2821173213340526,0.8616905030919084,0.12278739143914873,0.18669748404266526,0.10513575224977109,0.3877951520071204,0.8345300662308448,0.29353259569981804,0.6334171726479434,0.7285619971142785,0.586740074766788,0.21032808523632077,0.7912743161475989
2.0,0.719158149042881,0.41624459122567486,0.214064947302024,0.15438974970481664,0.8754675271828383,0.6335985342679431,0.710168267497803,0.5745737001628864,0.16491954178243534,0.3103890110818032,0.25536498484002995,0.6756017855193641,0.3945826809069008,0.6485473473626459,0.09067683054048332,0.5825934541212248,0.4467029789760643,0.6877173484323199,0.5754274061369807,0.5069062004143216,0.6141217509584256,0.059901997580968536,0.230602052487306,0.5535897230564324,0.2658593278217498,0.594346714951788,0.6459787860020922,0.2140085453719381,0.7713277496465479,0.5152828856089732,0.1726105000428955,0.39842752654371244,0.22731005914095506,0.5919438850512301,0.7141275302341696,0.7101134521095349,0.7149494896630112,0.8993361740378196,0.6030099085907993,0.2613170336728079,0.759386224651167,0.3200570323554182,0.903020848317572,0.3093150850466914,0.5107794931669839,0.035250876250600645,0.4650613668645308,0.5313244680098972,0.2864015103847501
1.0,0.5642156467552921,0.46007415112210986,0.9189445722842163,0.3391598972811437,0.15411867658750697,0.5659787149986008,0.8559512166045937,0.2090291401436998,0.5215084646402268,0.3574006636275756,0.25536498484002995,0.6249940345794754,0.8374502791137669,0.6356859813770253,0.2112436017660884,0.5106680258080881,0.4799676003905331,0.4050130919501037,0.6189868585587291,0.8080267934539295,0.618515434140786,0.8693838330516312,0.7856710822031935,0.1857536596892926,0.3709618891467875,0.19725017399698447,0.4453339131586214,0.3747395458538255,0.8355877346940779,0.6659034105223824,0.38961424404579353,0.7870286315223495,0.5273277285422371,0.6952533287081661,0.3425189379936517,0.7872182210870196,0.3681153824837585,0.6264050689757464,0.5615982281068518,0.05311057557501746,0.3438977585252625,0.3272352674042052,0.7175659334940444,0.526774325499436,0.43919692261728704,0.18066687843991563,0.33000480032219387,0.31216014072976367,0.8313780886910294
3.0,0.9028985192994069,0.4383092033696823,0.8636784418804997,0.7966825721751585,0.661259686860875,0.5861720165540003,0.5008129123888627,0.5716281975835498,0.3991665652962421,0.26262477391095485,0.8980638948841402,0.8993130497735317,0.416945035558788,0.006325032768776424,0.5216038916209662,0.8342425470556089,0.6220631750164399,0.3437867706353803,0.33598326076502877,0.7651975530930405,0.29478574892139786,0.06736844792387921,0.31714383583751743,0.6784653895737427,0.5332814135687504,0.3406550585660077,0.8336661716954129,0.717366708848672,0.21223041327429476,0.5039467518913308,0.21632790052568115,0.0,0.6706497705193892,0.37746313800571174,0.4432145695363297,0.27894745167752527,0.8987263444469762,0.8121484899412484,0.40064207807157315,0.8748307988619471,0.5138310991202838,0.6749436238420545,0.8810240119186827,0.44378402040933995,0.7899631751196196,0.8758231474178166,0.668400451925295,0.2795149488422679,0.8956282308488489
3.0,0.26970384504618444,0.6092370717535058,0.7893244360291498,0.81539676679112,0.697839884183918,0.4533611131725012,0.8747114335183266,0.23639635927392588,0.7887190226377125,0.6686476100432146,0.7563505352381273,0.5103328874721861,0.6555914133486077,0.01996704669079669,0.3776833995803115,0.7302974898292619,0.4078668308025257,0.5452876692842846,0.5515064710250205,0.4175074067220312,0.17038683712750285,0.4803811975781334,0.5872022903237786,0.4374218633772256,0.312344378118695,0.36310643518576663,0.6008272918158595,0.5623538721071248,0.15935798202402193,0.2895900131951244,0.5204719201438384,0.34574935555649383,0.5575497527772162,0.3967592784391517,0.706482444696396,0.7127445386469188,0.2973320384189064,0.8037679423406007,0.24133785346273193,0.7254443712758204,0.7645174288826074,0.14085573386037498,0.6338216816986301,0.22459927115603856,0.217197919088327,0.04073523133631916,0.0,0.26868669890394037,0.8156625104844195
3.0,0.6121204556880815,0.8469213729270633,0.628028965877504,0.1512787099427674,0.7397706064373143,0.36672559088694584,0.6021173203308912,0.63564830705089,0.6356239994964338,0.42447595243826036,0.6143820329730804,0.06880622357539094,0.6711896417414485,0.42556774687162147,0.18946826754639493,0.13299547733274572,0.8492800492826142,0.32410501954596116,0.623503439408017,0.3048818485036348,0.602204878028561,0.7038964287457036,0.7933665046730322,0.36126950289659315,0.6288608910121103,0.4585750248197665,0.5109308335997865,0.28825210856548655,0.3761724388730113,0.690584579623561,0.8097977856219408,0.25304087499455596,0.7742416569689029,0.6737677463792678,0.6826383857815626,0.6625078035407234,0.5319576953825957,0.6884954177450953,0.21251903341475212,0.38891882038403924,0.7559113499779427,0.17979440159397406,0.09502253540619733,0.31102677108004884,0.7969394836598254,0.16330059993031765,0.7009255705915551,0.5071314132302371,0.5773455353564001
4.0,0.7043987752253558,0.685732460659477,0.3870216286430493,0.5509911710257811,0.11957380483279195,0.65967399150557,0.5720707209358645,0.7991563280094148,0.21317308053201453,0.08912209740707648,0.15033268618025677,0.5551666277762118,0.5487583613546232,0.6833323445302865,0.1162847236658554,0.46487657732309623,0.3486759829505671,1.0,0.6951992729584296,0.9340764557923499,0.34209458612234594,0.7906404781695973,0.5902642008510475,0.6342994732875424,0.3028169399599848,0.5207591038358385,0.21367848915434842,0.5067802150287705,0.1353848086577106,0.8015710831975187,0.6693090794189536,0.862774368167783,0.5704900067105214,0.577161015371037,0.5866145864937871,0.04543700330165368,0.515191141997163,0.34583636077397545,0.6050927913961465,0.5355288658715673,0.5673774592936679,0.7254939718426515,0.5135476357103975,0.40384735178449205,0.20670701003121575,0.3684566893732647,0.7289272250086664,0.3945114767744917,0.34093833441717664
3.0,0.5746516024968866,0.1518190045554176,0.8862047554806909,0.708367335070695,0.6651748018754812,0.5425550210130979,0.6052350511756915,0.21384874473947493,0.15358515573551798,0.8731954261742223,0.8818211785882363,0.887270707911181,0.0,0.44920252078165696,0.6381647497313735,0.8409713218496777,0.5686634780912004,0.38289636914297964,0.29877260916369924,0.8065927016028125,0.5762775090231952,0.4826923870053202,0.18017040851555022,0.6833392432653417,0.6031140276033882,0.5638086880782756,0.6749804419256368,0.15207466436253014,0.5700214097435047,0.22009317139898654,0.8462092359783036,0.18028519043510097,0.5693866963400553,0.526746898848405,0.6926810490292135,0.15464522378209297,0.43269319215212354,0.30881619242764324,0.7339560238745042,0.7298752796865432,0.8019488790379579,0.33774964347739916,0.8579444774517627,0.17586598968671685,0.4691845848353094,0.4474801718290724,0.326593760503323,0.3515702246889221,0.8804840261690186
4.0,0.7686099902971028,0.5034549054046242,0.2598891763279716,0.11297257932407846,0.7273413569282768,0.6443455379162042,0.6753043792647974,0.6052016148996555,0.4858970805204648,0.2605657513331729,0.049047604362750824,0.2894998425393799,0.36704813830404137,0.8792200269837299,0.0684979106877193,0.7740316918705211,0.17646549514891385,0.7882845457267671,0.0,0.8302443599310974,0.24382841627632115,0.5933156754210752,0.5897562133739466,0.7406559936082954,0.48370859677941286,0.20871848148901753,0.16236034760683557,0.5020428483159428,0.24099367573474884,0.49109427954206053,0.5718406651701082,0.37013623585279326,0.8772939372075137,0.7408680380645343,0.07903847572373762,0.472537813254921,0.22224214648638338,0.5932895253368329,0.7512364047594785,0.5551572940256551,0.5673774592936679,0.7015640864360636,0.5051434271602862,0.2616923749338689,0.6117654745890928,0.7822296174764067,0.7112053287683734,0.33507390826162103,0.19678530126124785
3.0,0.505039533947095,0.648586027048976,0.5999230198190696,0.5800921250453507,0.6917457352077557,0.6127089487381772,0.5947255903509786,0.4888696685512136,0.14188508189865687,0.24271932152747977,0.769986813478348,0.5493197165474457,0.411338624771153,0.29893805914966554,0.48228561398668557,0.27743231446733574,0.3812111514110449,0.6419010192664742,0.6059870161103632,0.2992332913414423,0.6075407800798379,0.06508769529277918,0.599253078894231,0.6625980326104276,0.5415283605271384,0.5518677611241648,0.44175458229543274,0.3862363945833849,0.20544373671737737,0.6823732899347288,0.617965037033783,0.14407943386562114,0.43233264079067973,0.5433988905005882,0.6460923223872355,0.5997055003965063,0.11904710387078331,0.24927827800141333,0.7154690879049235,0.804755455247475,0.3076150955990835,0.19021072867979866,0.7254176771136243,0.3764341943460752,0.6834838166713726,0.257386187140081,0.2358642037270242,0.32766293370770166,0.5376603665473262
