Type,40808_at,32254_at,34265_at,38887_r_at,41289_at,260_at,32542_at,39666_at,40093_at,35767_at,33942_s_at,35633_at,40986_s_at,37588_s_at,38239_at,36823_at,32076_at,37406_at,35669_at,41835_at,310_s_at,36095_at,40478_at,1596_g_at,33322_i_at,31918_at,41418_at,1390_s_at,37970_at,1814_at,32223_at,41346_at,41008_at,33833_at,40380_at,38176_at,32655_s_at,37951_at,37489_s_at,39572_at,39162_at,34355_at,32731_at,37099_at,39597_at,32321_at,38837_at,41096_at,32624_at,37268_at,37114_at,37759_at,40284_at,35337_at,33450_at,39435_at,34338_at,38404_at,32654_g_at,37827_r_at,36544_at,33256_at,39160_at,36773_f_at,41642_at,38856_at,39556_at,38833_at,32290_at,35958_at,41101_at,40292_at,37444_at,39956_at,38354_at,34264_at,33397_at,38627_at,32219_at,37616_at,36322_at,1101_at,41745_at,31432_g_at,34796_at,39839_at,39119_s_at,33520_at,33143_s_at,34407_at,40737_at,39994_at,39735_at,33236_at
3,0.0036509996261024475,0.054020961640093984,0.006468960823766126,0.0046022762609615004,0.0,0.009404992162506533,0.03970263956509398,0.007708387771100077,0.0,0.18003986685614548,0.02446686306839938,0.03405557667378188,0.12670211386331215,0.21555224813038606,0.08109210587308209,0.11056273805053377,0.0508107362174843,0.06711248695890129,0.04824410889956534,0.028537551537362905,0.06390765765765766,0.10707944684788319,0.21748772842864744,0.07891855470395014,1.0,0.012495825448068572,0.06723244792240714,0.002950141334332323,0.0,0.1877518936687152,0.1471855244728773,0.0335542745554575,0.048786767072150336,0.20461695917516393,0.02072612246824983,0.1676246761658031,0.22920714509558135,0.019676267683139615,0.06485348978095207,0.09677673265378407,0.17362624418399203,0.05876908838500694,0.16236011281957968,0.1667350490230755,0.2697292863002461,0.3932202225580436,0.19876837093769406,0.6957671126197387,0.11223917782622235,0.1562133298173907,0.056174646223248574,0.5744170735040186,0.04163528778913393,0.27670971770350644,0.11523904382470121,0.05735555915196633,0.22545797451151703,0.30590848373769064,0.27869011757846657,0.09602915170676812,0.07378719934773746,0.24761174255630708,0.26444589949255193,0.4588632313813558,0.09375841456190426,0.06515966059977976,0.14398771812225658,0.49150243069241883,0.0,0.15659114919591502,0.22640938785385914,0.012463674523732643,0.1473138548539114,0.11708166688169269,0.3168035078241314,0.40042077580539115,0.17070867890995264,0.037619426751592355,0.33530948944966654,0.14434467667697878,0.2547205135062851,0.1231932243726595,0.513882027727268,0.12673319059998983,0.2260122155452665,0.5878740327904335,0.43190288453356773,0.2222222222222222,0.2294554108917822,0.1897244629485067,0.24712725209249534,0.1981120357719538,0.07885329300151245,0.1302492527581777
1,0.007047332188874985,0.014305822270826904,0.006069505266895491,0.018595683811182286,0.06067523863877978,0.027316643902796752,0.022465777350828546,0.117742356937549,0.06326530612244897,0.1448463981535351,0.06806335909478077,0.03477684532686141,0.332274240262828,0.23337559487716594,0.07039354748991795,0.1829301003165066,0.016407921065341887,0.10094237972258804,0.10066346373827502,0.09240346007707026,0.03515625,0.08262272124834331,0.14974274055236855,0.05297734355259834,0.10710031768799542,0.03850792237188764,0.0870164223520335,0.0024307802336273544,0.24018822384033428,0.12226668572245249,0.13834273384562973,0.09213812268809735,0.2533951213232928,0.08960994655244302,0.09211085406732449,0.11880667098445596,0.13074271388279537,0.07344374949668483,0.09230622070592737,0.16478413160691094,0.3408916897343778,0.11208802509126431,0.09580565917568921,0.08169097777337615,0.3444134536505333,0.11985964189220132,0.12854481473814947,0.021431589681267526,0.06776705076300218,0.15924583031182016,0.05480518783061679,0.19203344140921003,0.12657342657342657,0.3719478129416018,0.2648406374501992,0.16313319307331284,0.09285684569621835,0.934955940066064,0.17753376736954618,0.05742814783059142,0.16134438555963224,0.11240499267833483,0.17125006820538002,0.1896404423072229,0.12273143411061446,0.18207137767990153,0.35208770298613956,0.24080935488109315,0.2103995466137716,0.1162695152013147,0.23058311154125327,0.18844042621892154,0.27860508953817154,0.21248871113404724,0.5646629435820765,0.0,0.20647585900473936,0.41119767970882626,0.2492686922266859,0.15536105032822756,0.3712757421770526,0.033143177125258105,1.0,0.3273245144517511,0.698810462023446,0.1429305773497105,0.9016478997078595,0.31530631659056313,0.23335977724889947,0.07473328129065834,0.37390646427389224,0.3058750465780648,0.5959714010724598,0.10119235908923649
3,0.002173930658788965,0.06064538409615355,0.0072826665877618645,0.01378609780873603,0.01634941417396851,0.013190822340981382,0.34043621596838636,0.109537496733734,0.02943732698126569,0.20739348968516627,0.09777367956301916,0.06172695108044095,0.37695067652271647,0.23453319368649286,0.031122236128493956,0.22439783273429537,0.04120609949630856,0.06145136739126717,0.10809883321894306,0.03457382306179094,0.014868384009009012,0.12946060166545803,0.14918090957478264,0.11872876835396838,0.19354280679055835,0.041689858621841255,0.20549983467430838,0.007166047974207903,0.10396933249498001,0.16285550950407318,0.3489646818336677,0.051411082111271766,0.22282293879127243,0.17016034267086158,0.07525612577309852,0.12467616580310881,0.10015669069257288,0.02762193648833651,0.08809743965819596,0.08937777952693926,0.26650568349137177,0.24479407681628873,0.24947684469111092,0.07883306687794457,0.0706152584085316,0.14462838301964556,0.14784723659697788,0.012051558740435757,0.12195577701650577,0.09345375436745994,0.1809833248301603,0.11561013180287953,0.0307961269499731,0.3723093101975089,0.12315737051792829,0.15513837190483898,0.6487914465199485,0.16339970799291728,0.18535613642989016,0.02323919761356126,0.2542012048738507,0.1529879366850289,0.16052818246303266,0.13098957697659094,0.16853357746782271,0.20033680937884576,0.1479231085259584,0.3379910655630009,0.2555256446585435,0.25472473294987674,0.16047665134285022,0.11346464320309978,0.1258718190386428,0.1332086182428074,0.19234610866465227,0.38703484549638395,0.46051170023696686,0.13762511373976344,0.4168649323296541,0.25235795668905153,0.3665151109922439,0.14541700206488645,0.39636697112706404,0.18550237039302647,0.10210816668308541,0.4644770304637195,0.14458972686275065,0.3430840943683409,0.07642291598612472,0.04217769682250558,0.2503428382276446,0.1398087194137374,0.25952151794307715,0.07964338973422078
1,0.0017768815555064222,0.05635468392714182,0.009117203219315896,0.008361492906551677,0.044493682926556324,0.012906655911120078,0.05547671549898478,0.09393781029527046,0.12728706624605676,0.10064950547930834,0.14684806476568543,0.046112459428638265,0.02020922491678554,0.2413134152839792,0.11615445232466509,0.09664181106163831,0.015193541709790934,0.06487198344421831,0.150795012582933,0.02503435824193592,0.017595720720720718,0.1260596664082623,0.2037080844520669,0.07408967124287599,0.16112529664995037,0.022264276967605478,0.1384051581615783,0.0050715753385780285,0.09084639879926171,0.25969701300557385,0.17117007987280916,0.017293501323769646,0.13503250305721823,0.20023880823319812,0.09890939993390302,0.17025582901554406,0.0680664368536509,0.23498778621855956,0.07247393425373848,0.08119170372702585,0.13251663820012957,0.2390868425111831,0.05195159676098626,0.2737086345694034,0.04935192780968007,0.26868388514905894,0.18039743324363489,0.012194738661721723,0.06340703830582373,0.40834596875206014,0.11245670094788,0.6634927141952074,0.0867132867132867,0.42873574550593174,0.11533864541832671,0.15805146463829092,0.26669994869021374,0.46709225145744665,0.11417743659508307,0.042441455441830554,0.14603433437514157,0.06261766961857611,0.19244830032192936,0.9820404227793103,0.17914265711669988,0.17637152665328062,0.4566998940471814,0.7349756930758112,0.10796259563615755,0.13211644559220564,0.24582627631260584,0.127349047465289,0.19363807728557966,0.08231195974712942,0.5641226984615578,0.5212360289283365,0.12138995853080568,0.10549363057324838,0.37567767853660444,0.15136195578359615,0.2174378175982883,0.3158926259055752,0.5488091359140644,0.3354233572921447,0.30477292877549006,0.3097776094367188,0.5500014181580962,0.2202720700152207,0.373535862616081,0.20026599589441124,0.20669598524613417,0.26592969817413986,0.23834731197580095,0.16013892565024565
3,0.004888450038373696,0.025995363950793,0.010678038821162267,0.01418689664227322,0.03532861091527624,0.008277493102089084,0.024103224679606135,0.12393519728246669,0.013864031416983195,0.08575189081440929,0.06872758246137736,0.04396814721678022,0.18819435438550988,0.27543501828271133,0.034496824734621984,0.09350356740518212,0.0037121368936728076,0.04085925875250133,0.0511896591169069,0.0397208224419952,0.03323831644144144,0.10542899297306761,0.09778816015139864,0.10769533114349084,0.9621495386045874,0.023952651304315557,0.09384988427201588,0.005048871028164696,0.08443705251201752,0.07646134057453195,0.25970397849869403,0.0554481101075915,0.14333526420801956,0.10420378302566241,0.06732448892875689,0.2106946243523316,0.13939204011281733,0.05376748181354522,0.09565411472116826,0.11338502105553148,0.35113964308852114,0.05722659262687028,0.10913474661086345,0.08096942601264838,0.09050041017227237,0.11333402024087558,0.10168702132063755,0.3599403533401082,0.08277795079414513,0.07690684949568195,0.11425579334604333,0.2653200660877775,0.044593867670790745,0.23898254954155573,0.09038844621513945,0.10043696391001779,0.3607771352498233,0.24132003769169438,0.13798464677873867,0.036046657020881334,0.1610726095031028,0.15096576249912835,0.13624706716865825,0.14675226401737984,0.058834616834509135,0.12034458190297297,0.23873981014984755,0.230074891604257,0.1769623122697648,0.04360840474234065,0.26651342850229853,0.15292218275750727,0.16022620169651272,0.11579151077280354,0.22954135702035974,0.4039710716633793,0.28050947867298576,0.06304026387625113,0.45212371777370414,0.19972836338942127,0.22610323615940087,0.3213873236971967,0.5388975310328881,0.1539608502829179,0.08750369421731848,1.0,0.12906373202484614,0.35987442922374424,0.16203120382036804,0.13758926764391247,0.32307183051969546,0.21102968575332254,0.35487419221779193,0.031187259123451452
3,0.009260620484724029,0.12500588663132944,0.014446975973487989,0.026922625094153173,0.03920054609952888,0.06741161049032461,0.03905857694910814,0.41309119414685125,0.03087941801326208,0.17205695810165092,0.1367284264157726,0.029766952250065794,0.30644533782907535,0.037557650258162954,0.09116024660455198,0.20280564347406255,0.0420892844821638,0.09671791889719339,0.15193891557995884,0.11533590234174998,0.05634149774774775,0.12125834604516245,0.17960849251877697,0.09840253797130744,0.07574056621623326,0.0858287877101191,0.19252176788272893,0.006544517476642941,0.19885199683589236,0.03557238816635701,0.433546579853882,0.14948269711023907,0.38688292463152474,0.09580758879496606,0.18072801095321278,0.22085492227979273,0.39279222814164844,0.060075698601454924,0.15527851289736314,0.1472312959974812,0.6455032687437423,0.31857679058049254,0.26221453916841053,0.10813372759298821,0.11294503691550452,0.20678779136328249,0.2629372800662389,0.012900161688545258,0.2408595453129866,0.15554090579471289,0.24403211514191345,0.07851650331060013,0.08480365788058095,0.37309803148312465,0.2903386454183267,0.2413011814209418,0.4373257894079961,0.14363227817298832,0.45126809833835385,0.08061375774788775,0.2705077682656158,0.29495851056411687,0.2500409232280242,0.16993555788805628,0.27327804405191447,0.30999417060690454,0.234588189504184,0.21905794245171464,0.37234344006800796,0.335133231599953,0.570106460198403,0.23680981595092027,0.3336003770028275,0.27209392336472715,0.40559216518936847,0.34348454963839575,0.29228376777251186,0.3924874886260237,0.37388353679940717,0.3869689881536256,0.4492110189890344,0.34144122073285965,0.33974311810891206,0.13407376255288783,0.1731479657176633,0.5483469509225691,0.22705845647672804,0.5989821156773212,0.10614121050912315,0.18541648596293409,0.37291341561450797,0.14885107440069556,0.5383610614601954,0.10954597393207362
1,0.010773574356415816,0.008152330321122279,0.02257293762575453,0.03426138994271341,0.07460749096361947,0.047547460377116366,0.06483199790406742,0.30365821792526787,0.01321380287130625,0.08346288471993056,0.12743711367596838,0.05352008343323878,0.21419616997363075,0.1504878452125021,0.09132712186529458,0.23794324338823028,0.08361277858276409,0.11356445295797775,0.2657286662091055,0.13306744994475733,0.0821192286036036,0.2044062117082198,0.23981311727482404,0.14413655633229458,0.14286229135394912,0.0664495899662325,0.30910393475146036,0.007945089625265356,0.17140944770095123,0.15608117764756327,0.2278002801226483,0.10269072610173312,0.4188710819334492,0.5085857245745043,0.28058165336858504,0.2771615932642487,0.30742713882795364,0.1277481008240947,0.26652424831808186,0.23676650005903419,0.20319217857353203,0.18196308293485525,0.29242107178600674,0.2561508750583608,0.254109926168991,0.11230938315702707,0.2845684123369903,0.03359489860417038,0.2466521332918094,0.21021820818775128,0.1422894122069762,0.3579423346873874,0.15470683162990853,0.2196260146570705,0.3152390438247012,0.2369315423207638,0.1388415082303671,0.21207273254429293,0.27514332912253425,0.10394226818855723,0.45087647778230744,0.4312809427515515,0.22406831450864842,0.21940830424488006,0.1669179815822069,0.32651078437722647,0.34400069193677424,0.26718565234528974,0.4247662227259847,0.2978049066791877,0.36547302201790466,0.3054568937681627,0.3150329877474081,0.31976519158818223,0.27984697242865314,0.20783694937541092,0.1593046504739337,0.1973953594176524,0.21681812863216196,0.25624386931260845,0.549986627440492,0.3985230812305323,0.48027926971547497,0.25213462812866394,0.034836469313368146,0.29048752773118336,0.36974785149048417,0.5231164383561644,0.3019972933874656,0.2698528348801573,0.41930297441717496,0.34619301950068315,0.26667124982813145,0.04591260337114195
1,0.005588205673750656,0.06173637310254251,0.020298260149130075,0.02053402989406472,0.06780362798088652,0.033815805153495714,0.06948780647555837,0.12073425659785733,0.03829266722461855,0.220188080000763,0.12084958075783976,0.08460286363149021,0.3122703497168547,0.13002774562225533,0.13936865526352385,0.18506249664717558,0.05898019733664527,0.10495305204467326,0.23289865019446354,0.11843488102616617,0.05685177364864865,0.11083047838155495,0.3073363297652138,0.12543867037255396,0.17203985245437856,0.04376785780548443,0.16746114846247107,0.00716037189660457,0.14642111027726507,0.31250535943975993,0.10703713517810501,0.10493456259271082,0.2751174615434125,0.1905538076646071,0.18183749586893913,0.1645077720207254,0.35399561266060803,0.2789573994040749,0.12108216688454547,0.19430123184698334,0.8335591024206374,0.2070543472672117,0.21867891911564008,0.07457449668227671,0.14172272354388843,0.11435579520996474,0.2137497412543987,0.011817581795895276,0.1342260977888508,0.2479530621662601,0.4153352487849413,0.04741363246748407,0.4718262506724045,0.24660685530250742,0.2859561752988048,0.47638776501051944,0.057536298206931,0.17909767740465762,0.24336799144883878,0.07583552149759748,0.3072654799112199,0.29708527996652956,0.4574671250068205,0.1254973515268387,0.17153589315525877,0.27922792927003043,0.30724155080329535,0.16837143607935884,0.27433408897704736,0.2823981687991548,0.34620735543188963,0.22043913464643203,0.2539585296889727,0.2682557089407819,0.20314158819501593,0.004970414201183433,0.3130831605450237,0.14774795268425844,0.1930067475330551,0.33735757941598127,0.4211286440224658,0.2917089560074196,0.42204202184126716,0.238960467961462,0.1778950349719239,0.3339375574914777,0.14347505459908672,0.3817541856925419,0.1695171652122513,0.08052736577326741,0.25930392017780296,0.23484039249782634,0.6790182868142446,0.2672801688798797
1,0.004796422622306751,0.10491285169351844,0.020547919872174223,0.02945871426498331,0.07982229384183256,0.05593495338753886,0.049347204331593994,0.13276718055918474,0.07185347325049893,0.11475550553653348,0.08971704084582983,0.04131699757302845,0.3572169627804435,0.12784117009352666,0.22605108237148286,0.20035137599914166,0.139508728351618,0.15412440780584585,0.11055822466254864,0.1377563394324827,0.1268123592342342,0.22985070894495988,0.3521645277662783,0.2575310929560066,0.12643009152225348,0.05325800586292626,0.2651273007825416,0.011990713937040947,0.3574224692209399,0.16123338573674434,0.2823257750690843,0.11265185797172203,0.3352642080195662,0.26367461430575034,0.24080543883669323,0.2304080310880829,0.419492322156064,0.2945266153061499,0.210614418263559,0.22983982053603053,0.4458154190470581,0.40531646871304433,0.4410199253935038,0.1314285310055036,0.22638228055783433,0.19389396437239545,0.25765886979921343,0.03900605197081924,0.2874182497664279,0.45467071000065923,0.3085980505356999,0.7887799848445323,0.34983862291554596,0.31608005521049,0.24056274900398406,0.38635701569833303,0.19226608977825857,0.5030572727366862,0.5402779127392866,0.13249557901505812,0.35344476151651044,0.372184645422216,0.26493697822884266,0.26933263358312787,0.14455544186547473,0.3704255456959647,0.22012238631695025,0.24250919721455788,0.3442193255879853,0.2902922878272097,0.5366864263247035,0.30461737164998387,0.3881950989632422,0.3292800928912399,0.7340926080647289,0.26974358974358975,0.22794172097156398,0.17426353503184713,0.370002730215687,0.34895872632611485,0.5333244182936614,0.4420606866622336,0.4682734047361285,0.45709078860172303,0.3021685055659541,0.43420269465937994,0.18650197123975382,0.4662528538812786,0.3608155614665485,0.41364096336773937,0.4125407859270818,0.8503664141100484,0.6757871579815757,0.10920059650232725
4,0.7371778027557292,0.46303457153172767,0.22925050301810868,0.3567040515233811,0.6304540011861998,0.5444903795913504,0.22466868982381066,0.41813430885811337,0.5870662460567823,0.48836898778242993,0.45400057826504847,0.22958760977416492,0.5424285652531016,0.8351248553001488,0.040893709729754785,0.6106968510273054,0.4765472986959221,0.4253536061844739,0.622740791580874,0.2034007922606376,0.21894355292792791,0.5335967391032534,0.43006682831628124,0.18849490440495242,0.0046977459108707665,0.1540409662696204,0.5855009368455857,0.48843924894141144,0.40662839989452976,0.23601543518650855,0.5190521255252301,0.295491672456203,0.5155435412241745,0.7031765285622228,0.30272413955903876,0.40086625647668395,0.43779379504857413,0.15655115024293348,0.569684022574371,0.3184304773899012,0.7844396018611226,0.4508715101033472,0.49062869620598676,0.08587880760034522,0.514946677604594,0.18880226221550578,0.28099772303870835,0.017495887942504534,0.5170351915291186,0.5585338519348672,0.49910045380091833,0.03767127541957043,0.3741258741258741,0.5995267672286305,0.454382470119522,0.4838323353293412,0.5803414180915534,0.15235107121037972,0.3952968613351472,0.35274994194666237,0.5967296281197627,0.5252771773237571,0.31800076390025644,0.23961969389996826,0.3064246863051322,0.6852127728479822,0.8091119423962635,0.1637991065563001,0.5031878719183905,0.5164925460734828,0.6300508105492377,0.39832095576364224,0.5069274269557021,0.4549090439943234,0.1262163367611677,0.766259040105194,0.544579383886256,0.433888762511374,0.6246343461133429,0.4700445182222893,0.5278951591334581,0.6130612816295103,0.5446337541123176,0.18941479329153285,0.07432765244803467,0.13443536605162057,0.040252999404373595,0.4806411719939117,0.059669917712756856,0.028305432677017378,0.5932283539036269,0.15662650602409636,0.5444108345937028,0.023098326049204986
