Type,31740_s_at,34046_at,35900_at,38952_s_at,40304_at,32052_at,32626_at,33329_at,34224_at,35183_at,36894_at,36908_at,37247_at,37976_at,38671_at,38702_at,39026_r_at,41214_at,33823_at,34847_s_at,36105_at,36139_at,36156_at,37363_at,39105_at,39182_at,39556_at,40165_at,40607_at,41792_at,32562_at,1955_s_at,1910_s_at,1814_at,1555_f_at
3,0.0,0.4666895114080928,0.3462972828982419,0.12962808885930607,0.27718121754877406,0.030300565724045447,0.06776290259992239,0.1797863534234696,0.5249818609422302,0.025995544526982564,0.08199398614700315,0.08006019713565286,0.17101769911504427,0.2316073830434144,0.5094805117287757,0.544929467955126,0.009299302024698237,0.5490668386313633,0.48645141592244867,0.10897849258430377,0.007974255223492108,0.2554439632666851,0.038059611909404434,0.5366325898389096,0.4780944707422701,0.3282211713350309,0.14398771812225658,0.033317200279639594,0.14981916913254212,0.022703475327006496,0.08494588744588745,0.10989132436912878,0.1055121700963347,0.1877518936687152,0.4085816616383493
1,0.26489529750091134,0.2335018133013507,0.13058071390516782,0.18637157833430404,0.03268112558889691,0.4252652245211396,0.12335079549864184,0.18246679017698772,0.16810528159323476,0.025868698320080548,0.05826520515308425,0.12333436319602938,0.20855457227138643,0.08768776914991014,0.3899444897634349,0.15044985004998335,0.02289367432181157,0.02911387603368485,0.21868559651934968,0.13756021697075446,0.04070960392391499,0.07893362818268372,0.030422383503067543,0.37558085501858735,0.3076845603786887,0.26764641687886503,0.35208770298613956,0.04576409564456438,0.0218693987506231,0.04659530972127578,0.019025974025974023,0.09110333394731997,0.7186912158695776,0.12226668572245249,0.24439386721713507
3,0.1236178055004253,0.1889831234472715,0.5526371870005328,0.07679507446542977,0.6104155171682016,0.44896851351325795,0.37364183158711683,0.2732862942961883,0.14413670594710898,0.027327429699453766,0.18374914739703918,0.08487397470524333,0.17020648967551624,0.04743820148519887,0.15895027954079705,0.4777296456736643,0.027066329814963732,0.5458425005690009,0.1990687733760782,0.06914994499867239,0.050539673525405046,0.48561073743051075,0.08214075989449335,0.21282527881040889,0.06375264377077249,0.1992288104765369,0.1479231085259584,0.04151083603439762,0.14813282849173268,0.045955424069672735,0.17214285714285715,0.13608399336894458,0.3562104543122613,0.16285550950407318,0.4279186294747614
1,0.4221718174085625,0.25317684685456465,0.20697922216302614,0.15542058407521425,0.0248716098637579,0.08911619567129372,0.49582848273185876,0.2652449840356341,0.1891966273862243,0.13028691026423647,0.10065037994869971,0.16756530492241148,0.1968289085545723,0.239293343731986,0.4685541473508287,0.24919471287348655,0.024164255306575153,0.3397314316060997,0.4484390504541638,0.052858172438645074,0.49042852748396876,0.11078350072176663,0.07364053116696462,0.012159231722428743,0.3005337899083493,0.2682720989450709,0.4566998940471814,0.012383340910979763,0.3051215968267099,0.03368125384346901,0.35958874458874457,0.12274820408915087,0.2704782534344183,0.25969701300557385,0.16944547363220946
3,0.1711288428044878,0.2813044347354294,0.5096430474160896,0.08037274315666865,0.354866092271126,0.019738870405501763,0.24597400077609624,0.4566202845993142,0.2590757837323926,0.11430428819458205,0.04177994677836165,0.06842939294577274,0.18960176991150443,0.13768042227572255,0.3154931258828913,0.6406197934021993,0.027049445017824015,0.21670396783248613,0.041676207923059316,0.14078443272768654,0.06404418798824989,0.41340336005405565,0.05804163814331644,0.31726301115241634,0.05962332561184409,0.1523463077482721,0.23873981014984755,0.028516394604715736,0.1329239449765079,0.03945684511443149,0.12006493506493507,0.10668631423834961,0.3681810408710027,0.07646134057453195,0.04107341343354682
3,0.1711288428044878,0.299922898997687,0.7589770911028236,0.18395873200765456,0.04564039443713481,0.012110769184211174,0.3241171905316259,0.339272340257795,0.13905776977157294,0.05826997629561508,0.016648573871441884,0.05725704376252031,0.31305309734513276,0.18652018129824915,0.11828256501064444,0.8604909474619571,0.053273645575444444,0.039697291556027615,0.36791084650026723,0.1341842734134962,0.02126580738066505,0.26776006634110383,0.050926752036648315,0.9229011771995044,0.2995266391378789,0.15190978537650054,0.234588189504184,0.029406156959946028,0.16262050972032197,0.07869762494390613,0.09743506493506493,0.1836065573770492,0.31858861084193124,0.03557238816635701,0.1266783111910937
1,0.1812953137024586,0.3236243182272481,0.6955780500799148,0.6423995340710542,0.06065107593056322,0.1552232538873432,0.40749902987970504,0.37518230911742684,0.7207085491255724,0.03207623457034811,0.11023796028551391,0.21967967948015188,0.4212389380530974,0.22984413323838915,0.2053082907224289,0.3220593135621459,0.045810565239690244,0.19956755936575374,0.5298068849706129,0.19432538026779958,0.33335361545768305,0.49491692005282717,0.02339833953547223,0.14602695167286245,0.6188941484540235,0.4008439432520916,0.34400069193677424,0.0477587277376081,0.13368757092706313,0.07886382900925756,0.1906168831168831,0.21381469883956533,0.7945049307416063,0.15608117764756327,0.3581926286631733
1,0.48643120417999913,0.04276250035694909,0.307858284496537,0.2653298943339712,0.0486962918947979,0.4937365590889403,0.6978075281334885,0.35872521581457695,0.28213115164252295,0.3028175713708111,0.08379045661091523,0.11565025862842221,0.4204646017699115,0.026126614899460856,0.29889974333976643,0.4046151282905697,0.023013978501432043,0.5722393976177832,0.3752385314098161,0.11784508591586694,0.37875515081449634,0.2872324088577659,0.04525236270670642,0.07632434944237919,0.20661698056199013,0.07687886504183339,0.30724155080329535,0.14682545502544622,0.25413365575317914,0.0657087772366912,0.28205627705627706,0.2903849696076626,0.5064983184176025,0.31250535943975993,0.4193263819051148
1,0.24413706508971608,0.3208829492561181,0.4562067128396377,0.38018969964223315,0.058422817367683885,0.12017994980168452,0.5891783081102057,0.2646340021285822,0.4829242663063874,0.09750112972403022,0.1421325161153968,0.15794771619641806,0.32304572271386434,0.37243000689475886,0.7460356936789956,0.1875763634344107,0.06147121458677625,0.05621254077839315,0.4567971910541181,0.16340135796381292,0.23546701281492222,0.12862802911637336,0.04920237357531949,0.27656443618339527,0.7224796051968979,0.31804292469989087,0.22012238631695025,0.10516795486656008,0.13170426463881554,0.09577509265876642,0.32753787878787877,0.22446122674525698,0.735678048224363,0.16123338573674434,0.4731029128954286
4,0.2900887034711815,0.02058882321025729,0.5770378263185936,0.34994591896164406,0.061514084008884744,0.4856980194929857,0.2404443150950718,0.8568331428120936,0.3991843678851109,0.11782427043611308,0.6960218266357968,0.0902857370660873,0.462094395280236,0.027805093079244517,0.5246214758958238,0.26707764078640445,0.6986359194510753,0.057080267051058335,0.40813678345164495,0.6710351629177256,0.021810044384048783,0.2646272919929973,0.10818649891151652,0.4435021685254027,0.3833215832410111,0.12841033102946525,0.8091119423962635,0.6233078626637137,0.6106250066286975,0.9798976182957435,0.6882683982683981,0.2743046601584086,0.7872655760132247,0.23601543518650855,0.27375218334833007
1,0.047673052776540166,0.07021902395842257,0.600799147575919,0.3396289208752808,0.05646336459969157,0.6255894140944916,0.2595071788901824,0.1730852615396744,0.2844704646100728,0.0333446966393683,0.19696809583737618,0.401885645375086,0.2617994100294985,0.39340815842121324,0.34038319969757863,0.23581028546040206,0.03640362263322632,0.019260678248994766,0.5875887336844515,0.03573189697682358,0.7802229005466033,0.1508031573451273,0.10198003419557664,0.16019981412639406,0.2427233356833518,0.35356857038923245,0.5705234934157891,0.07405071645424813,0.6340640809443507,0.057323782139711135,0.35022727272727266,0.1268005157487567,0.0,0.38060597398885243,0.03151078882831381
2,0.576491554943497,0.2396127816328279,0.22040490143846564,0.5177635410599883,0.02952619441732807,0.7752499985814342,0.1874757469926271,0.42721431668571885,0.8359228402011559,0.5930773682583221,0.3326160260536251,0.5625940580244576,0.8255162241887906,0.8335989510924237,0.3787031694554426,0.09735643674330777,0.06238299363232088,0.6252655337227828,0.2155560644225632,0.20779122254675114,0.1591572101261886,0.5418163948524217,0.38221830014891617,0.13464219330855018,0.5693423305468828,0.5823935976718807,0.6659242761692651,0.08924511975125764,0.7669668140888989,0.07383615603237655,0.8760822510822511,0.4335236691840118,0.4276349541127515,0.6540374446191225,0.4808129995236331
1,0.14941876949248653,0.3820211884976727,0.2945657964837507,0.4309010733006074,0.05745370173874906,0.14683101854916655,0.64081296080714,0.26934447554101465,0.36418224123695864,0.03026074823406296,0.053557876129999134,0.05960911727478398,0.19026548672566373,0.18012274931334984,0.6865959690416028,0.34927246473397755,0.03397854364403471,0.027473256960776876,0.5699564918708495,0.0978833971854493,0.09458568690484641,0.19917687889677196,0.022486673782634223,0.008983890954151178,0.08359351394903818,0.2490796653328483,0.05191688109498994,0.06791037844232922,0.12856491350875518,0.05482241095617199,0.15154761904761904,0.10418124884877511,0.6610043892150715,0.1908246391310562,0.1706452125125708
3,0.06687188626513833,0.5092663982409549,0.2944059669685669,0.1864547799317747,0.22496215497361458,0.045849938434243794,0.6924233604967016,0.1514052583862194,0.22865220545923087,0.02729571814772826,0.0784778995705763,0.08035918953127959,0.22411504424778764,0.19880641551659828,0.425837130180458,0.5985782516938798,0.020958254449671698,0.16670776117138306,0.4245477444469888,0.08126920304972879,0.003380354058284064,0.11594336435394204,0.02131870342312646,1.0,0.20666733810051363,0.2508694070571117,0.0704694358552987,0.0146126356032051,0.055829541718370505,0.04580584041085644,0.08429653679653679,0.10373917848590902,0.17836173972524652,0.09093897384593397,0.14682686709363257
1,0.27546680708007615,0.26829721008595336,0.5693393713372403,0.2974041101589151,0.053662125263500414,0.016427937802509156,0.7563542879317036,0.24780243604399077,0.20060546923865993,0.13848038244131378,0.0807931369064202,0.09003159352980457,0.2682890855457227,0.1730697500932488,0.6329659179085175,0.4379651227368655,0.13365477765888067,0.04056501782869282,0.3552782230364095,0.1983177180138831,0.06594056661494725,0.16600632697564421,0.03514779691590938,0.33739931846344484,0.37073219861013185,0.20651145871225898,0.24101022769044472,0.0732342861612621,0.2941709885774285,0.18578290424983793,0.13115800865800867,0.14895929268741942,0.6372342244769993,0.1012290981849364,0.665502214223963
4,0.7728948114544938,0.04854507553042634,0.5539158231220033,0.3236542141609119,0.03787332173224113,0.05345155976039477,0.34521730694606123,0.5118845835468485,0.302484425429708,0.2754227546239406,0.5663301086528393,0.04168950636355482,0.09203539823008851,0.0720897901054559,0.4734485983167864,0.3509385760302121,0.9353312269548902,0.0312381458159472,0.21967788718418443,0.3326632022152259,0.02169511234606713,0.33579041125341685,0.06318395208726037,0.35153345724907065,0.3350790613354819,0.06739905420152782,0.1532856185266071,0.5782624212291432,0.5734194533710905,0.6297388934133328,0.15481601731601732,0.10528642475594034,0.8497406372912272,0.024424753465771047,0.31281426983538874
4,0.5109968001944185,0.2512350438333476,0.8985082578582845,0.43705799151343705,0.1314743290465883,0.45274568141281596,0.5724679860302677,0.8978280578658994,0.4763441667292151,0.23907338845858073,0.8308243589866753,0.08581081754487377,0.71047197640118,0.262351225797701,0.12894689719663358,1.0,0.5904909043708407,0.10370988544116531,1.0,0.6797595114364829,0.022056810230303522,0.7209066617525108,0.033137914588923095,0.42340458488228,0.5614865545372142,0.13622408148417606,0.4007827534759011,0.6815432976939511,0.7199932122137729,0.34356873369122604,0.11716450216450218,0.3648185669552404,0.5879268084136122,0.08819494068886667,0.5847668448631769
2,0.5316132690671959,0.1645106941945801,0.22226957911561002,0.7231882852150762,0.02058486481898052,0.8297380570944367,0.08862048894062866,0.5764515747565927,1.0,0.47900298881375003,0.4364846819670871,0.271485095229078,0.9949115044247788,0.48813762390785886,0.8385825988340859,0.10229923358880372,0.015922363702751588,0.019877095819740537,0.032363941683840936,0.09989379053977165,0.11608473871553306,0.1624742774655241,0.580435847605823,0.20256350681536556,0.14210897371336487,0.5071516915241906,0.5581118775271909,0.057751443419425175,0.6347110418191267,0.03995545731048581,1.0,1.0,0.16046286268027132,0.729741317707589,0.33991425395649183
1,0.469277816031431,0.23934150032839316,0.649200852424081,0.3034362259755387,0.05505567109488844,0.14734170224114485,0.44836534730306554,0.40663802278371247,0.41236958642948285,0.09443303709458761,0.09786440971054729,0.16537269402114874,0.4785766961651917,0.1485933561651577,0.8803346531107618,0.27821281794957237,0.023196545370505216,0.3765837189894545,0.4015723990535074,0.15313128247923227,0.11896311019616193,0.1503731687091127,0.21141399033828964,0.19094640644361835,0.43347769161043403,0.19020007275372863,0.23761541289164698,0.06306068472590919,0.24335804511756656,0.07515747835192049,0.2395779220779221,0.24324921716706577,0.4424271789317676,0.2233600114334715,0.5261384286949312
1,0.5828911661063632,0.24386761472343588,0.45135855087906235,0.0,0.04745129663426849,0.2979309744790553,0.5034439270469538,0.3128227364105799,0.2254497235357402,0.13655786961795507,0.08020712247701574,0.22593858696193825,0.3398230088495575,0.5393057769036881,0.26666799307614253,0.5444296345662557,0.020432715138698057,0.043860480995372125,0.6623921838027632,0.10416113492394645,0.6907854928725236,0.17998095764611935,0.4817293747789778,0.09378872366790582,0.5272434283412226,0.41591851582393596,0.21270568901766596,0.0466929684329916,0.23057261340375662,0.07579736400352352,0.2188744588744589,0.18493276846564746,0.9027532349085106,0.2984707731885094,0.09178002434764199
1,0.3220867592855118,0.33647448527941975,0.0,0.26815874864797407,0.006352305363382994,0.37431412343035697,0.3231470702367093,0.06054633607946707,0.4762941279491606,0.3845580598872654,0.12195824887360339,0.4645145858457,0.25693215339233044,0.8014422479174438,0.3658900539185452,0.2556370098855937,0.014618013123708576,0.0,0.5772841767803985,0.026040283730986612,0.1607696390119901,0.1625357044135262,0.1563685206033216,0.011578376703841388,0.17463994359955684,0.4725209166969807,0.13153285618526606,0.003964820165339358,0.4510483947946164,0.0,0.375,0.17045496408178304,0.23029128427292936,0.3167500357295984,0.18098413874627287
1,0.5971080238162745,0.19426596990205316,0.36979222163026104,0.9453365504617689,0.04873873491504322,0.06975939232423498,0.2436457120682965,0.7487484725452325,0.43333583527233605,0.601798044982836,0.1510860480531832,0.13712787904760956,0.3418141592920354,0.17354447119460176,0.5710391755038697,0.1839386871042986,0.01329677774752585,0.0478150367953873,0.30257232272345624,0.11428896559572128,0.06784708630381947,0.14447618170091217,0.26250458266148,0.29956629491945475,0.23184610736227212,0.34734085121862496,0.34724414556619887,0.06087050046688079,0.27051449298418656,0.060772516495753486,0.09740259740259741,0.19959476883403945,0.47546029755458014,0.24188938116335576,0.3597452319201115
1,0.25732107416258254,0.3749678745823696,0.36318593500266383,0.5366503036858308,0.07359619710538601,0.04231108959094236,0.6585176561893674,0.14785762150656317,0.31309264680127097,0.0232842068544519,0.15861777449011938,0.06898751208427599,0.4296460176991151,0.12692007731172222,0.5413342352917769,0.9783405531489503,0.022169738644446272,0.4675859191260147,0.5295015647660485,0.20029966240564429,0.21066366491226288,0.4346570840627783,0.04061616925188254,0.302160780669145,0.6951354617786283,0.18440160058202984,0.5333751378467791,0.06339312340808315,0.1557160584173852,0.08862831784865458,0.06319264069264069,0.3668815619819488,0.5158752778886165,0.29048163498642277,0.4761551897528185
