Type,32254_at,36160_s_at,36119_at,41289_at,38225_at,41288_at,40421_at,41325_at,34773_at,917_g_at,36569_at,36867_at,36823_at,40478_at,39864_at,40410_at,36750_at,37398_at,38803_at,41662_at,41338_at,41279_f_at,607_s_at,41018_at,198_g_at,39430_at,41008_at,38719_at,34730_g_at,36970_at,32138_at,32822_at,34808_at,38398_at,35770_at,37490_at,37196_at,39729_at,39561_at,32836_at,466_at,32919_at,37970_at,1496_at,37563_at,40859_at,36207_at,41144_g_at,1252_at,1817_at,2053_at,40395_at,36040_at,35325_at,1566_at,33865_at,35264_at,40275_at,41835_at,41430_at,32712_at,38408_at,41498_at,36868_at,41209_at,310_s_at,31918_at,32076_at,36949_at,32731_at,37274_at,37444_at,34676_at,38454_g_at,37247_at,34169_s_at,35976_at,40530_at,39435_at,1162_g_at,34240_s_at,40213_at,36998_s_at,39295_s_at,39956_at,38813_at,32854_at,33702_f_at,1206_at,39124_r_at,34210_at,41745_at,38354_at,31431_at,36089_at,895_at,35807_at,31481_s_at,41830_at,36046_at,2035_s_at,39994_at,37530_s_at,1287_at,1676_s_at,34796_at,41164_at,34407_at,37402_at,1802_s_at
3,0.054020961640093984,0.01820164147914837,0.16188775545110595,0.0,0.03589115956053964,0.04482101101885548,0.1274957337883959,0.010152780607048278,0.12512940341329232,0.064751807593548,0.026832599787524666,0.049502629199182774,0.11056273805053377,0.21748772842864744,0.1217151468622935,0.24983447362613112,0.03187517947736192,0.10428303863893267,0.026399208784520574,0.11872240333429623,0.15213181888998523,0.045903009441245424,0.04752111641571795,0.12494142455482662,0.0608597477845944,0.010910205332516085,0.048786767072150336,0.033616242303211835,0.008718372331064695,0.0007238134629304097,0.20296825437759497,0.08458568648096743,0.08703010410790299,0.19499598021779907,0.11354800670675158,0.0176527731398561,0.05218207188567579,0.06017764963028413,0.1378990264885669,0.0428144171160931,0.1226716564804802,0.005587643862576479,0.0,0.11782151523321649,0.04696769132715596,0.1959848813433298,0.2117008357739838,0.11052502118122932,0.08873317162694593,0.2890503275703479,0.039963542683890886,0.06585100777236201,0.08385231316725979,0.20903157053416813,0.06570321811680574,0.23502926609635302,0.23814815690539806,0.4298794586429078,0.028537551537362905,0.01646811692648427,0.03313792936388741,0.03252229714277794,0.41858219616729886,0.07679910307616847,0.014107213481790334,0.06390765765765766,0.012495825448068572,0.0508107362174843,0.005976045174849977,0.16236011281957968,0.01949801171591055,0.1473138548539114,0.040607146857846985,0.21436253826425083,0.17101769911504427,0.1884072580645161,0.16224605833358943,0.05221762270845653,0.05735555915196633,0.12657446283032847,0.2503814416939125,0.05580974407964201,0.045136390397069376,0.06133844147375285,0.11708166688169269,0.015353078982597055,0.2341667178573623,0.00388112585500921,0.16447429365446964,0.1274329373710334,0.2233434052420772,0.513882027727268,0.3168035078241314,0.11092965083827754,0.09551294920698654,0.29263211223028956,0.34684308080608905,0.618406580268758,0.20481003834088535,0.20022578824288362,0.2922111554970799,0.1981120357719538,0.01685319131071047,0.30559303087538064,0.33956901772473014,0.2260122155452665,0.42493973044206007,0.1897244629485067,0.01729135599752023,0.008441582633748944
1,0.014305822270826904,0.03393500711711439,0.016084782058386867,0.06067523863877978,0.19599248591108326,0.006037685564442697,0.12777303754266212,0.021055204726013445,0.08369073323671213,0.06706893208933697,0.03694642586128396,0.10697658840472922,0.1829301003165066,0.14974274055236855,0.0,0.1555002049374153,0.04129688632416688,0.10034736260200167,0.08607004285750512,0.13295918788429,0.05385003449785223,0.09176352265403112,0.05292691883951523,0.1913464542330522,0.27970560668029987,0.13202574318112165,0.2533951213232928,0.04613080379430853,0.07021387397417708,0.04994312894219832,0.12555122882120845,0.1029163077119428,0.3880198984563311,0.296927911905864,0.09364271193519262,0.06831911599526426,0.0747245344752923,0.11055821668294345,0.06187457550373557,0.25974832120083513,0.058942175672227544,0.11545800710221198,0.24018822384033428,0.04497169048260987,0.038289944599696035,0.12441910899064376,0.0745624687477677,0.0843969499029763,0.12163913807928745,0.4212798708490548,0.06651600122764431,0.039783954683177455,0.21268905693950177,0.18049820167843345,0.1325486690504569,0.09635299414678072,0.3427044664601707,0.22566821839257634,0.09240346007707026,0.017215889306854963,0.16302504723608352,0.08521770465901136,0.06568796492438049,0.2607385607175391,0.009595854644420462,0.03515625,0.03850792237188764,0.016407921065341887,0.18427827437475205,0.09580565917568921,0.36721255398298197,0.27860508953817154,0.08720734849333484,0.15979978489286006,0.20855457227138643,0.2038306451612903,0.20963825798321908,0.13282081608515672,0.16313319307331284,0.38089651765868116,0.3854585084851316,0.4928603750817034,0.19546019493687447,0.14399250081512877,0.21248871113404724,0.1302710843373494,0.10320044228760981,0.18606877617824083,0.32959703566465953,0.32580447270090906,0.1724966622162884,1.0,0.5646629435820765,0.3069377545324871,0.13461152379040353,0.6449740855958036,1.0,0.48600816157365345,0.17032647844777507,0.27449399241996614,0.3458275535657941,0.3058750465780648,0.11502153130135424,0.10968276606406353,0.37363082777398937,0.698810462023446,0.7155963875738537,0.07473328129065834,0.020346385626281074,0.013443197059261834
3,0.06064538409615355,0.049062660892213575,0.13639566785027674,0.01634941417396851,0.0817726418853532,0.21007528863817354,0.13948378839590442,0.03935628437563658,0.10819604247389748,0.05232918300081808,0.056900895431780237,0.12181397997119606,0.22439783273429537,0.14918090957478264,0.22015411299724189,0.24693382097928557,0.028142050349382594,0.1145223970494806,0.06442573479065755,0.06470515412866754,0.13875926434257482,0.14652699572912906,0.1936099889827396,0.11428069353327087,0.08755112474437629,0.21881703953417103,0.22282293879127243,0.08453985688134463,0.0986675525706179,0.05180436356116224,0.0680171235526214,0.17891898790721417,0.3522231909328684,0.08560917972080785,0.07563520676079866,0.2232931604990741,0.11968916903238223,0.10221829512161093,0.19127235680326013,0.11291687828000677,0.27778520309595267,0.04221965515766055,0.10396933249498001,0.2975465084928552,0.09123890768250233,0.15106264328644894,0.12085148939209943,0.2093252070294351,0.14013270190839203,0.32781438306020155,0.033667215386475456,0.11467527335001977,0.10108985765124555,0.23276941521246836,0.07449344457687725,0.27444640006549054,0.22694062847279692,0.2991645343280821,0.03457382306179094,0.014767077465793692,0.07470568286420233,0.06629891684742309,0.21111384797280652,0.16018499054025648,0.01038685069614356,0.014868384009009012,0.041689858621841255,0.04120609949630856,0.45762325593173125,0.24947684469111092,0.29926882456065335,0.1258718190386428,0.17458272655987456,0.16269545793000742,0.17020648967551624,0.24072580645161287,0.08399668070197004,0.10969840331164991,0.15513837190483898,0.25981723882440105,0.32751050910789353,0.1539544471818593,0.16388652667844134,0.09895663514835344,0.1332086182428074,0.04732820169567157,0.10461330548559493,0.004122816280079313,0.18425196850393696,0.18381573810718868,0.07605930714637062,0.39636697112706404,0.19234610866465227,0.13320447356996673,0.09621561935354345,0.39722042755209214,0.12989312615845724,0.17605964962619353,0.27284768211920535,0.17780824127086525,0.26722172279738765,0.1398087194137374,0.02674919332589633,0.18746868133986042,0.5585793511899937,0.10210816668308541,0.2889753550595201,0.04217769682250558,0.04006445163055923,0.009177388107893298
1,0.05635468392714182,0.022865622823222995,0.07319225795858049,0.044493682926556324,0.07952410770194113,0.06862275411105154,0.04313139931740614,0.06129965369729068,0.010204383448194266,0.05890697927355782,0.0494885415085749,0.0519476169742439,0.09664181106163831,0.2037080844520669,0.079171998066479,0.22186839865056596,0.014453910213458408,0.19509236874891706,0.039383257677579685,0.12932777617298727,0.19555088989620967,0.09926410697717244,0.08214469335291956,0.09784051858794127,0.11408273687798229,0.07300030646644193,0.13503250305721823,0.246746546846397,0.010217824626932673,0.08547202977975389,0.0915104314413183,0.11443476596152002,0.20852351402636032,0.07252661583063318,0.19925562427451005,0.08509152727603897,0.07260741952557379,0.0786091863150878,0.2817183608784242,0.10132449797254266,0.11365597015832128,0.11384931331022978,0.09084639879926171,0.039309787004583444,0.01495317938912585,0.11010595452010656,0.111722265876134,0.06146656098827516,0.0733197294626471,0.2128925681890709,0.014815434837197623,0.03243973126070347,0.07656806049822064,0.40186492606900226,0.06078665077473183,0.26585076337440133,0.39401319367271176,0.42291210654499495,0.02503435824193592,0.01589729831551428,0.04365098590184585,0.019667223373365395,0.18345731316813635,0.11568915983462967,0.01631261772769626,0.017595720720720718,0.022264276967605478,0.015193541709790934,0.32187924674820423,0.05195159676098626,0.2964895027151836,0.19363807728557966,0.11330794219782682,0.1768428890543559,0.1968289085545723,0.1344758064516129,0.12404339674831727,0.04630396215257243,0.15805146463829092,0.39904914793776236,0.26034563288183094,0.2538086379405702,0.27688013780772336,0.04356863384414738,0.08231195974712942,0.0098309906291834,0.04177160759260397,0.001945255945467132,0.19055118110236216,0.09564441470079749,0.2604173986367789,0.5488091359140644,0.5641226984615578,0.331620945568809,0.289901626179482,0.22432111661054965,0.3798004495799977,0.7583807565396202,0.27089578250261415,0.3265059269413757,0.3812027076102422,0.26592969817413986,0.008672496311490155,0.3125120456385152,0.4513726294305864,0.30477292877549006,1.0,0.20026599589441124,0.17303084630464285,0.04744548209229546
3,0.025995363950793,0.030830733819921862,0.021373398192429,0.03532861091527624,0.08487504980930152,0.2865885966109008,0.138929180887372,0.04037482175595844,0.1599130409062676,0.036563278778449795,0.03254515100925785,0.0754261982114747,0.09350356740518212,0.09778816015139864,0.08357360175154255,0.16867925718069174,0.03789194437227365,0.12160991427322006,0.04429031521821824,0.08480171666735445,0.03128547158193054,0.07756269964373996,0.1492030848329049,0.1010231177756951,0.07384330265848672,0.12074777811829604,0.14333526420801956,0.19003161923780995,0.029980067161096847,0.008292834246716986,0.018258245867395623,0.11885389745062377,0.07513205805425921,0.07009038419372915,0.10007308639548952,0.16156157979417748,0.06947986334985325,0.25620456060394675,0.1774960380348653,0.1710561319499867,0.26257275124239077,0.08058015659093828,0.08443705251201752,0.15114586141817202,0.0500890653854325,0.15645331185327466,0.07361954425316093,0.335811309409932,0.05075783826794491,0.2499859210452216,0.03370441672944394,0.0944704255038862,0.07078514234875445,0.48938324230717983,0.13205204608661106,0.22962629446195407,0.26009032227555384,0.3657551561488424,0.0397208224419952,0.016981853676357263,0.114723123879657,0.21105882842114743,0.22731169023104583,0.156190876602901,0.019711219407557365,0.03323831644144144,0.023952651304315557,0.0037121368936728076,0.18704683767609498,0.10913474661086345,0.26172660024800104,0.16022620169651272,0.07690153467010194,0.15214693472325638,0.18960176991150443,0.16733870967741937,0.16095522021083686,0.14654050857480783,0.10043696391001779,0.29964188688565074,0.22017748715553478,0.09361958871738145,0.07274154510368286,0.04299804369090316,0.11579151077280354,0.09810073627844713,0.11296762700411574,0.003346121807281218,0.20620657711903656,0.2082984774970721,0.10363291406085309,0.5388975310328881,0.22954135702035974,0.14430570772951853,0.07844810279060428,0.7699466911817026,0.1991284457940608,0.2409178582245389,0.11000348553502963,0.11361986936537376,0.30506456471652843,0.21102968575332254,0.03064761836218167,0.41716455305862854,0.17396176570166944,0.08750369421731848,0.16281399502854216,0.13758926764391247,0.029704159196644497,0.014501887635984303
3,0.12500588663132944,0.05334807232199643,0.04090638533691837,0.03920054609952888,0.21492002049296977,0.029610992839171672,0.1838523890784983,0.024420452230596863,0.11217427312254136,0.018305283516732954,0.043593868568826834,0.16800080383159727,0.20280564347406255,0.17960849251877697,0.0510506411896841,0.6263517987199293,0.11337499487207536,0.04378748999579205,0.060596454746024896,0.14022201130689557,0.309186073254149,0.1331477664690592,0.08458318031582812,0.0945602936582318,0.11546736537150647,0.38645418326693226,0.38688292463152474,0.13601264769512397,0.13659381902418877,0.26623927205046016,0.02959228408592723,0.16848537060081042,0.22447304989999486,0.1862986332740517,0.03242210771337849,0.1970644485595458,0.13116489438483375,0.32903160799268316,0.05151686665157347,0.4140285536933581,0.24359363798738776,0.16007358918410133,0.19885199683589236,0.13572391480183338,0.07028811426516972,0.3478530268294194,0.18621330095006786,0.14455164120364045,0.1334847726485196,0.2577950479623059,0.07773220613264138,0.13669147674878143,0.23476423487544482,0.2040761955508192,0.19025625744934446,0.2673652326961647,0.31548956092024677,0.40392144772944477,0.11533590234174998,0.04619064199969176,0.1894288067438593,0.0236658096617487,0.13142519335927877,0.3493097890827553,0.04752009331072068,0.05634149774774775,0.0858287877101191,0.0420892844821638,0.4029778936972981,0.26221453916841053,0.3357420789327404,0.3336003770028275,0.4330122101489863,0.23537685116240586,0.31305309734513276,0.2954637096774193,0.14949134831115343,0.23329390892962745,0.2413011814209418,0.7125833539145467,0.6053246146660439,0.1623510483181658,0.23893940385076642,0.17610857515487446,0.27209392336472715,0.16800535475234274,0.199766570428159,0.018640667347154274,0.346780917091246,0.26127934861413193,0.08294568196191414,0.33974311810891206,0.40559216518936847,0.14122547702230584,0.1876129291306966,0.3929653990761323,0.0929605237212604,0.38537133566065707,0.202486348321134,0.6528505765664059,0.27312452744819044,0.14885107440069556,0.05441001835258555,0.5541571907643681,0.6325015378599665,0.1731479657176633,0.09434777720873878,0.18541648596293409,0.03447659579221331,0.022195246137797425
1,0.008152330321122279,0.08416366334534661,0.049896348597114185,0.07460749096361947,0.21765241646268568,0.07140205655690114,0.18430034129692832,0.07400285190466489,0.05140643024046852,0.0936543890593893,0.039763241766580665,0.2036373379776937,0.23794324338823028,0.23981311727482404,0.05811367966106514,0.23132704858593184,0.07924352855912155,0.09335060520301322,0.09262546598027031,0.2041431106342591,0.0776758092157488,0.09604855902371998,0.049122291590157914,0.05691580756013746,0.07864689843217451,0.3327612626417407,0.4188710819334492,0.08244300216342151,0.06041805089159049,0.16618757108882223,0.18327874771127217,0.11583867777033278,0.34581260577465517,0.18478816965917116,0.051946616222723105,0.2441789866731429,0.12952894192368763,0.1025438310933358,0.045313561240661084,0.1713140986884004,0.13467637088249232,0.17137723013733797,0.17140944770095123,0.328660016176867,0.15250608749652728,0.23334779106512177,0.04998928494892492,0.20907923146300803,0.09015772789691857,0.4226502224474854,0.06735303144443515,0.07029706231063103,0.2624555160142349,0.19397895297722126,0.2630115216527612,0.22831648315664527,0.233679332277209,0.36726577673644295,0.13306744994475733,0.025018979718814754,0.2761978586308803,0.02935530592303587,0.13718902408985664,0.4123747459883681,0.026149793201455968,0.0821192286036036,0.0664495899662325,0.08361277858276409,0.15451621888531564,0.29242107178600674,0.4959165348270406,0.3150329877474081,0.49294275792539494,0.33304376602961855,0.4212389380530974,0.3370463709677419,0.2715984878753419,0.33920756948551156,0.2369315423207638,0.3738577426525068,0.5229020706834812,0.13424506008346324,0.2858201958090752,0.23259700032605152,0.31976519158818223,0.10168451584114235,0.1955894096688986,0.01753546161697934,0.4411764705882353,0.4741509118286766,0.20712528986016443,0.48027926971547497,0.27984697242865314,0.31046244805986806,0.30596265810078294,0.3077965214074895,0.23118271088851203,0.43423317870977,0.28967119786220513,0.3342472381259576,0.1925957456941972,0.34619301950068315,0.06425803975194021,0.03162702848552597,0.4067866117964588,0.034836469313368146,0.013950060581835441,0.2698528348801573,0.05738652547626627,0.030782748000596098
1,0.06173637310254251,0.09150034828432115,0.1298892332532857,0.06780362798088652,0.1873256674446405,0.22288990345413992,0.08741467576791807,0.07434915461397433,0.10000295779230384,0.08323678647934211,0.10878433753225071,0.15163948152861978,0.18506249664717558,0.3073363297652138,0.12602291791065995,0.2488886086325945,0.052045016340986475,0.08965833051427817,0.04484822356909187,0.3108570956959518,0.013485692664940534,0.10371558690832855,0.23996327579875137,0.4454857856919713,0.14334632753919566,0.32644805393809373,0.2751174615434125,0.1357547012814112,0.07354948192576363,0.17854410092027712,0.0514544704335044,0.22258383586994668,0.2307554233550439,0.26775403805393816,0.3031396441490962,0.193421571901278,0.17990665447721696,0.1493047481746733,0.07051731944758886,0.18421243560908368,0.19307784838580333,0.09123775296282036,0.14642111027726507,0.14648153141008358,0.09224395744472227,0.30723712745523263,0.08158439888563469,0.19027576594058326,0.18220203031353066,0.31264665577894163,0.055113789607804844,0.20875872744038992,0.22250333629893237,0.4656054349274011,0.21464044497417561,0.35172526707871143,0.39564466933062203,0.19611862995961402,0.11843488102616617,0.02929441111497999,0.1708492805581125,0.3263906695033298,0.06733336617567365,0.2090603321421064,0.12287252227190155,0.05685177364864865,0.04376785780548443,0.05898019733664527,0.5157377630346155,0.21867891911564008,0.6267584555522298,0.2539585296889727,0.23997423546544192,0.36522710349962767,0.4204646017699115,0.2074344758064516,0.2985063158865292,0.25269071555292727,0.47638776501051944,0.49777722894541865,0.3880274015257668,0.22004625672482275,0.5218595320642812,0.8696201499836974,0.2682557089407819,0.2177808456046408,0.1713864487990663,0.010384475496579965,0.48670680870773503,0.4437566226088896,0.06881455976389574,0.42204202184126716,0.20314158819501593,0.22502222314100842,0.17887974302348925,0.2503778294516279,0.22821706037780493,0.22707347010345433,0.2092366678285117,0.4285541488589629,0.2730352263188288,0.23484039249782634,0.048538390490241945,0.1300061673669198,0.04533468124573807,0.1778950349719239,0.5528910651161048,0.08052736577326741,0.43451792526068284,0.042131848889771985
1,0.10491285169351844,0.09309034192434658,0.09506167771597462,0.07982229384183256,0.19089770592588373,0.07421308619962118,0.13077005119453924,0.11394581381136688,0.09612824987429383,0.056303760834921425,0.06689330702686296,0.19260140000669862,0.20035137599914166,0.3521645277662783,0.1316955273109841,0.21991361099725698,0.10014494933610468,0.1874602925766714,0.09188370146831333,0.17517434902818474,0.1032598615634575,0.21959926056562476,0.2068233565919941,0.21568455170259293,0.28914238241308793,0.29233833895188477,0.3352642080195662,0.10475120652354798,0.10009068543825309,0.13876538103608727,0.13067024266962374,0.07266838964934111,0.41720088209651784,0.31104587424172286,0.24645469564736736,0.22353601894295858,0.24433431169706007,0.08547256971895392,0.16270658818202402,0.07136811047425574,0.10742882832529373,0.10801351987335815,0.3574224692209399,0.3316257751415476,0.10595512411956008,0.2520292459260177,0.08922065861847274,0.17533958293476182,0.21716782812921107,0.6618704360721593,0.09349162504766423,0.21318008167566857,0.2843638790035587,0.13519381910217132,0.22790027810885974,0.36580573861078136,0.26455914690374294,0.4046305145358695,0.1377563394324827,0.03376962902498473,0.22588537377065065,0.06948669794388118,0.20619242327208234,0.394471305444608,0.021266398085521422,0.1268123592342342,0.05325800586292626,0.139508728351618,0.5288124720400429,0.4410199253935038,0.25824175824175827,0.3881950989632422,0.40049848773384117,0.47515926201704306,0.32304572271386434,0.3276713709677419,0.24890125088360943,0.282909520993495,0.38635701569833303,0.37858113114349223,0.43406507862369614,0.3147845542762331,1.0,0.26238995761330286,0.3292800928912399,0.233817213297635,0.3501750721788808,0.01099691434068964,0.3719546086150996,0.5499135575260722,0.321101819970487,0.4682734047361285,0.7340926080647289,0.4364986666115394,0.22146657297731379,0.08605830669789866,0.34604645659975547,0.4122989495162036,0.4349366794469618,0.4700830578179179,0.2827571426019968,0.8503664141100484,0.07114925570069691,0.19479242955710593,0.2502300829252242,0.3021685055659541,0.48410382602395796,0.41364096336773937,0.38486950499583916,0.026763759872832943
4,0.46303457153172767,0.5878585057088342,0.04657813536941633,0.6304540011861998,0.5999032276427392,0.6023059326685428,0.566830204778157,0.3434589529435731,0.44350616699695355,0.6696962675380315,0.1995629078767643,0.6639648993535855,0.6106968510273054,0.43006682831628124,0.3533282151895135,0.5339092600182866,0.5647554321814875,0.16761689452883272,0.19690360865265133,0.4682045145050138,0.3089449592331832,0.4701286927451855,0.2626367976496511,0.48398937831927524,0.5890742160872529,0.7319031566043518,0.5155435412241745,0.47333999001497745,0.39420331495681216,0.5462516802812531,0.7888954792789541,0.28998755623624,0.7815272578080927,0.6529831656393891,0.5979265573851038,0.4158343705412707,0.2399316749266227,0.4353888604690818,0.5824994340049808,0.5694212677452902,0.6907084968590904,0.2951354126556283,0.40662839989452976,0.7137233755729306,0.34456047457959504,0.3171819815354111,0.47100507179084217,0.24537429282024653,0.574866207215185,0.7998911227497137,0.3138305292821071,0.6340238440258201,0.6576957295373665,0.6846143599307314,0.46369686134286847,0.44402603249969297,0.7023148038682524,0.8537780929185806,0.2034007922606376,0.15942963804391877,0.3547793227072332,0.40802905038773113,0.5079166461402039,0.5460724546282673,0.5916047164815423,0.21894355292792791,0.1540409662696204,0.4765472986959221,0.7895132224219864,0.49062869620598676,0.6514730405780988,0.5069274269557021,0.650610507449311,0.26036237279722013,0.462094395280236,0.345866935483871,0.5635123090635277,0.2575399172087522,0.4838323353293412,0.662879723388491,0.5309668379262027,0.369576147619287,0.6463879985172587,0.9344636452559503,0.4549090439943234,0.41627621597501113,0.283985502795012,0.6251545762791407,0.5933765632237147,0.6142434889297864,0.044255498559482825,0.5446337541123176,0.1262163367611677,0.24867177971182272,0.2171250752860871,0.31408940967528015,0.05174902393816304,0.0786707155723463,0.6154757755315441,0.2747359083944843,0.024861434414273888,0.15662650602409636,0.038924274593064405,0.12315460817947037,0.11270486917461024,0.07432765244803467,0.018696678616485756,0.028305432677017378,0.07974074136130334,0.008714793105161194
