Type,37406_at,40478_at,692_s_at,41662_at,34265_at,35669_at,36158_at,32655_s_at,40471_at,37344_at,40421_at,35592_at,38404_at,34847_s_at,32076_at,38484_at,38146_at,38711_at,40020_at,38803_at,34355_at,33157_at,195_s_at,33916_at,33374_at,31444_s_at,36569_at,37704_at,33807_at,32652_g_at,40453_s_at,33218_at,39066_at,37398_at,33446_at,36750_at,32634_s_at,37444_at,35767_at,38313_at,40548_at,1206_at,231_at,36970_at,39115_at,37780_at,36093_at,37039_at,34842_at,36668_at,32822_at,260_at,657_at,37402_at,41164_at,40410_at,36330_at,33349_at,32127_at,36322_at,32624_at,1072_g_at,35264_at,34885_at,36525_at,38277_at,39956_at,39119_s_at,38174_at,1496_at,35183_at,34809_at,37274_at,39607_at,32510_at,32085_at,40175_at,36908_at,39704_s_at,34547_at,469_at,34240_s_at,33703_f_at,38937_at,40569_at,41680_at,1802_s_at,36673_at,38784_g_at,38177_at,607_s_at,41144_g_at,36544_at,41287_s_at,41247_at,40859_at,39162_at,34905_at,33447_at,38285_at,34745_at,41498_at,32219_at,33520_at,41096_at,40955_at,635_s_at,40224_s_at,36452_at,41101_at,41225_at,33702_f_at,36794_at,36553_at,37563_at,39717_g_at,1287_at,33236_at,40522_at,38239_at,41418_at
3,0.06711248695890129,0.21748772842864744,0.0036973933997594428,0.11872240333429623,0.006468960823766126,0.04824410889956534,0.07110162518000411,0.22920714509558135,0.1675196329303803,0.4168777239242508,0.1274957337883959,0.057031859085323135,0.30590848373769064,0.10897849258430377,0.0508107362174843,0.007688651845593284,0.04612653593320945,0.0575910511022263,0.17409376124055795,0.026399208784520574,0.05876908838500694,0.023442615794298682,0.3459073118157582,0.2555237126744938,0.19078558771411697,0.6968051462587732,0.026832599787524666,0.2041766782355908,0.10158662800292334,0.015812400174241324,0.1728268659772704,0.014948164176447223,0.11847075224099124,0.10428303863893267,0.044085762466875456,0.03187517947736192,0.007320923143914647,0.1473138548539114,0.18003986685614548,0.17282354903268846,0.1021058135665732,0.16447429365446964,0.32230396128377137,0.0007238134629304097,0.0745182287491583,0.021434532437299612,0.07324164800976943,0.7675914101205517,0.0639074620657306,0.09787069241597093,0.08458568648096743,0.009404992162506533,0.11512473687501301,0.01729135599752023,0.42493973044206007,0.24983447362613112,0.4065361702127659,0.0964989160016606,0.2356594556873691,0.2547205135062851,0.11223917782622235,0.1519216277317257,0.23814815690539806,0.17016232338489187,0.08027816751052279,0.1856757797458606,0.11708166688169269,0.43190288453356773,0.026134415561697513,0.11782151523321649,0.025995544526982564,0.0,0.01949801171591055,0.1910878300803674,0.0632862497915039,0.13353115727002968,0.10201014465526959,0.08006019713565286,0.15437795035784985,0.0580133325987549,0.0,0.2503814416939125,0.0023381830094038234,0.3798582512946499,0.14203552708212,0.1751264281700693,0.008441582633748944,0.11139186295503212,0.03560486407472609,0.09632883589582679,0.04752111641571795,0.11052502118122932,0.07378719934773746,0.0464849607479933,0.15059135399673734,0.1959848813433298,0.17362624418399203,0.22599452312947202,0.3145842938374059,0.0,0.24261883100723325,0.41858219616729886,0.33530948944966654,0.2222222222222222,0.6957671126197387,0.11596219157903351,0.24215516592670627,0.18489197609683844,0.22640571712567054,0.22640938785385914,0.10680042121598403,0.00388112585500921,0.1530566993981628,0.3773710166919576,0.04696769132715596,0.005178275114634322,0.30559303087538064,0.1302492527581777,0.3530006379115756,0.08109210587308209,0.06723244792240714
1,0.10094237972258804,0.14974274055236855,0.0020764196976252635,0.13295918788429,0.006069505266895491,0.10066346373827502,0.1653209216210656,0.13074271388279537,0.28611135621635936,0.25254232930074694,0.12777303754266212,0.05564438336614823,0.934955940066064,0.13756021697075446,0.016407921065341887,0.060738237313196386,0.06332344049038915,0.05645496056454961,0.23168538427720714,0.08607004285750512,0.11208802509126431,0.04561924302614921,0.3072494185716717,0.2778959045946196,0.36459217097137947,0.40401304055139653,0.03694642586128396,0.23849781970276765,0.16340146639319142,0.035240307826339475,0.08678884679703765,0.013879949054355713,0.025575726423837448,0.10034736260200167,0.1300088332128804,0.04129688632416688,0.16492488569562377,0.27860508953817154,0.1448463981535351,0.1217895263509006,0.1386129200931692,0.32959703566465953,0.830389646865649,0.04994312894219832,0.1825119440792638,0.16704001405543112,0.059110865583112834,0.48133983642637823,0.18487231340410565,0.2459875324907462,0.1029163077119428,0.027316643902796752,0.1318980429753444,0.020346385626281074,0.7155963875738537,0.1555002049374153,0.44765957446808513,0.1167027999446469,0.12254012561060709,0.3712757421770526,0.06776705076300218,0.13458929917106255,0.3427044664601707,0.2242471751142382,0.2341853230037211,0.19645745090489025,0.21248871113404724,0.9016478997078595,0.08610012944757373,0.04497169048260987,0.025868698320080548,0.2950522299368237,0.36721255398298197,0.411308840413318,0.05341011842578856,0.06949140846042372,0.04111090237334836,0.12333436319602938,0.13256324914616371,0.1988871136576497,0.1298391899940441,0.3854585084851316,0.1843197480292243,0.3500061860407572,0.1808750728013978,0.27364675032777674,0.013443197059261834,0.470321199143469,0.054772884638882725,0.08877863194226546,0.05292691883951523,0.0843969499029763,0.16134438555963224,0.14374761106700776,0.2823205546492659,0.12441910899064376,0.3408916897343778,0.18712640970525013,0.5718072844628861,0.03550114260892557,0.32294781675689566,0.06568796492438049,0.2492686922266859,0.31530631659056313,0.021431589681267526,0.24076271533205118,0.2763187598765896,0.5049798253230502,0.14875494850131102,0.23058311154125327,0.2423931718672061,0.18606877617824083,0.3452011403230915,0.19973444613050076,0.038289944599696035,0.33064345362075004,0.10968276606406353,0.10119235908923649,0.29263457480739974,0.07039354748991795,0.0870164223520335
3,0.06145136739126717,0.14918090957478264,0.05451481545121242,0.06470515412866754,0.0072826665877618645,0.10809883321894306,0.19023863402592062,0.10015669069257288,0.13853348627900822,0.1682244192175668,0.13948378839590442,0.038439684448379294,0.16339970799291728,0.06914994499867239,0.04120609949630856,0.0160532291281618,0.05095276398635343,0.09130235301828671,0.0,0.06442573479065755,0.24479407681628873,0.03626620683633824,0.24939020931419822,0.5604449785830945,0.032830371046555326,0.7964315421896005,0.056900895431780237,0.17338554181127822,0.1717471768394747,0.018527660810222158,0.14142862018361146,0.019457264547583505,0.12952968388589048,0.1145223970494806,0.042539950212800125,0.028142050349382594,0.06961680818637056,0.1258718190386428,0.20739348968516627,0.038317211474316215,0.15667633217664115,0.18425196850393696,0.1849823378811939,0.05180436356116224,0.08109148042453586,0.10291210963236264,0.0643154130200913,0.48007408816310265,0.1172123566816973,0.18156089640944667,0.17891898790721417,0.013190822340981382,0.17087180342218794,0.04006445163055923,0.2889753550595201,0.24693382097928557,0.4170553191489361,0.20023986346233683,0.22463363572923933,0.3665151109922439,0.12195577701650577,0.16748304446119067,0.22694062847279692,0.15712674225187845,0.2871347526383212,0.251289949942241,0.1332086182428074,0.14458972686275065,0.10759892243641325,0.2975465084928552,0.027327429699453766,0.250641145931069,0.29926882456065335,0.2756171067738232,0.047739024326008905,0.09026292181353945,0.15314045964055356,0.08487397470524333,0.3686788922969827,0.013883532587736192,0.07546379017492776,0.32751050910789353,0.005319516615224636,0.32888527545555774,0.20398951659871872,0.14628207529499904,0.009177388107893298,0.2425267665952891,0.05648354731702019,0.11584170065892689,0.1936099889827396,0.2093252070294351,0.2542012048738507,0.20363999882390996,0.276305057096248,0.15106264328644894,0.26650568349137177,0.30384853213980745,0.47158188617386404,0.030996808249447585,0.31478844796566535,0.21111384797280652,0.4168649323296541,0.3430840943683409,0.012051558740435757,0.15863987888211464,0.30145232899390473,0.21114459369732877,0.34954842247776385,0.16047665134285022,0.0755694729257884,0.004122816280079313,0.16407982261640797,0.17991274658573594,0.09123890768250233,0.11078428730379342,0.18746868133986042,0.07964338973422078,0.36598459198194216,0.031122236128493956,0.20549983467430838
1,0.06487198344421831,0.2037080844520669,0.03601335698892231,0.12932777617298727,0.009117203219315896,0.150795012582933,0.15837790578070357,0.0680664368536509,0.3775258095826348,0.4939125515858221,0.04313139931740614,0.009170553801022763,0.46709225145744665,0.052858172438645074,0.015193541709790934,0.019781380366478325,0.029179263861537193,0.10143977627755567,0.3261660205427441,0.039383257677579685,0.2390868425111831,0.024588553717204347,0.6606160304044472,0.358232411944162,0.23721204961606618,0.7438402105361634,0.0494885415085749,0.24917682655513038,0.10573590777282692,0.033207492376942066,0.10822156240401352,0.06818088442734081,0.06442995880158563,0.19509236874891706,0.09557937846302096,0.014453910213458408,0.15134443718702373,0.19363807728557966,0.10064950547930834,0.03840060040026685,0.10557589009839806,0.19055118110236216,0.43730758012768584,0.08547202977975389,0.10863500817648378,0.06821276408837353,0.059663303579216696,0.9540798304486047,0.07131509892337035,0.316953280355108,0.11443476596152002,0.012906655911120078,0.07964402576019673,0.17303084630464285,1.0,0.22186839865056596,0.25593191489361705,0.14234973937912268,0.1338450802512212,0.2174378175982883,0.06340703830582373,0.14743782969103242,0.39401319367271176,0.37988643098866215,0.2778625022875617,0.14570658452060067,0.08231195974712942,0.5500014181580962,0.09176783402721897,0.039309787004583444,0.13028691026423647,0.24032026021142178,0.2964895027151836,0.31135189437428246,0.031208575115660477,0.1633772686495066,0.060179097000438345,0.16756530492241148,0.23348778524657918,0.07404550713459312,0.13976573357157038,0.26034563288183094,0.003819833682457917,0.1617207797946234,0.1451295864880606,0.28048323656115376,0.04744548209229546,0.2836402569593148,0.33542338901283897,0.10178067147787888,0.08214469335291956,0.06146656098827516,0.14603433437514157,0.07806297962423923,0.18301386623164764,0.11010595452010656,0.13251663820012957,0.1524101174877065,0.4487987295732801,0.020311998338023378,0.49392738977712686,0.18345731316813635,0.37567767853660444,0.2202720700152207,0.012194738661721723,0.12737837063709642,0.04635412747385055,0.25486490627713365,0.19934534112525923,0.24582627631260584,0.20564761957545863,0.001945255945467132,0.12796959138422553,0.1243361153262519,0.01495317938912585,0.08894698139285974,0.3125120456385152,0.16013892565024565,0.3590362628195691,0.11615445232466509,0.1384051581615783
3,0.04085925875250133,0.09778816015139864,0.011615943094093074,0.08480171666735445,0.010678038821162267,0.0511896591169069,0.18990434067064388,0.13939204011281733,0.03586870202064766,0.1372793541005104,0.138929180887372,0.04159784346631076,0.24132003769169438,0.14078443272768654,0.0037121368936728076,0.007625283835876856,0.05275566527057389,0.057001157938432634,0.14707645577714717,0.04429031521821824,0.05722659262687028,0.03853625529314183,0.19385671337001534,0.329543003297279,0.15492670353863502,0.8929218604140354,0.03254515100925785,0.1262792560291893,0.13357851804700943,0.03413677943952374,0.10593495102556227,0.01993316807954094,0.07104974182846194,0.12160991427322006,0.055910222436360714,0.03789194437227365,0.06942630089266275,0.16022620169651272,0.08575189081440929,0.043487324883255504,0.1623805675714218,0.20620657711903656,0.20429724211686165,0.008292834246716986,0.12258312758521178,0.20841568937497257,0.034890820806559475,0.4752782834732675,0.12803175460100982,0.20557611958084143,0.11885389745062377,0.008277493102089084,0.14023467622600613,0.029704159196644497,0.16281399502854216,0.16867925718069174,0.04371063829787234,0.22966926518750866,0.19462665736217724,0.22610323615940087,0.08277795079414513,0.1620195930670686,0.26009032227555384,0.10992103703420456,0.1756237418410297,0.21671159029649598,0.11579151077280354,0.12906373202484614,0.042175418955323084,0.15114586141817202,0.11430428819458205,0.17651842121723899,0.26172660024800104,0.5741963260619978,0.015652570866729294,0.0976813194396522,0.13563779823407854,0.06842939294577274,0.5328155931171006,0.16528014985400255,0.1276553504069883,0.22017748715553478,0.00832789861061439,0.4306544831121087,0.09478741991846246,0.1910470125491665,0.014501887635984303,0.19177730192719486,0.10977657297243479,0.09668183244430499,0.1492030848329049,0.335811309409932,0.1610726095031028,0.22566228573108704,0.16221451876019577,0.15645331185327466,0.35113964308852114,0.2460763817319867,0.46867476051431795,0.006987856239022456,0.1638809221718608,0.22731169023104583,0.45212371777370414,0.35987442922374424,0.3599403533401082,0.21846229387454474,0.1471894047708631,0.17687318044843964,0.18707477164058886,0.26651342850229853,0.10893421271407194,0.003346121807281218,0.15343680709534369,0.1336779210925645,0.0500890653854325,0.1741016943932178,0.41716455305862854,0.031187259123451452,0.23167967024878547,0.034496824734621984,0.09384988427201588
3,0.09671791889719339,0.17960849251877697,0.010876878455955266,0.14022201130689557,0.014446975973487989,0.15193891557995884,0.19152437770006173,0.39279222814164844,0.2784787787876114,0.19546687579548228,0.1838523890784983,0.05227479947672344,0.14363227817298832,0.1341842734134962,0.0420892844821638,0.07752019855309712,0.12861620392200374,0.19062288348517623,0.3402741696974541,0.060596454746024896,0.31857679058049254,0.16727419566071505,0.21317147881331897,0.2713321623370621,0.1290447296353971,0.318917951502653,0.043593868568826834,0.2286494022722554,0.1890044086097555,0.0698562509075069,0.23606702842906382,0.03108437529957956,0.03654899028838889,0.04378748999579205,0.11011402874809281,0.11337499487207536,0.13286522969736556,0.3336003770028275,0.17205695810165092,0.15055870580386924,0.251319104435043,0.346780917091246,0.171911289712761,0.26623927205046016,0.23740661172924613,0.1915491720472614,0.12583956037565783,0.44286924073218664,0.1552860170897811,0.08333643655646501,0.16848537060081042,0.06741161049032461,0.14639544819824515,0.03447659579221331,0.09434777720873878,0.6263517987199293,0.6038468085106383,0.22081276811661055,0.3340544312630844,0.4492110189890344,0.2408595453129866,0.20135644310474757,0.31548956092024677,0.05229910330191386,0.4157262246080644,0.28271082017712745,0.27209392336472715,0.22705845647672804,0.10040933421964104,0.13572391480183338,0.05826997629561508,0.4441733908800901,0.3357420789327404,0.5616389207807119,0.06130224473492465,0.29000759091850115,0.09765796230196006,0.05725704376252031,0.5844242859318235,0.19701393862597102,0.1405598570577725,0.6053246146660439,0.016893221974111684,0.25000441860054085,0.40473937099592316,0.5295935568458513,0.022195246137797425,0.4035974304068523,0.0675055551281413,0.09921164104173204,0.08458318031582812,0.14455164120364045,0.2705077682656158,0.22613272176648733,0.3787214518760195,0.3478530268294194,0.6455032687437423,0.7051912487853713,0.2619230572204293,0.022436684356645073,0.423430443420897,0.13142519335927877,0.37388353679940717,0.5989821156773212,0.012900161688545258,0.22996030934162606,0.37790653924298284,0.31196690331477606,0.322727973813645,0.570106460198403,0.06847530898409356,0.018640667347154274,0.531073804244536,0.32658383915022765,0.07028811426516972,0.27975390680644796,0.5541571907643681,0.10954597393207362,0.4071347956229451,0.09116024660455198,0.19252176788272893
1,0.11356445295797775,0.23981311727482404,0.06084758499760891,0.2041431106342591,0.02257293762575453,0.2657286662091055,0.33583624768566145,0.30742713882795364,0.16844613076855203,0.15502744815705233,0.18430034129692832,0.07913897221084344,0.21207273254429293,0.19432538026779958,0.08361277858276409,0.05629191529809368,0.1670873436329848,0.10963273688580105,0.29235442228528036,0.09262546598027031,0.18196308293485525,0.07468241148993757,0.2504396165409269,0.27204092323811285,0.14238307469258446,0.5514066589790053,0.039763241766580665,0.2002313784818012,0.24461890279840626,0.0758675765935821,0.1454557864919286,0.03586052945123872,0.08323014259791436,0.09335060520301322,0.1038504777965149,0.07924352855912155,0.2521500108861311,0.3150329877474081,0.08346288471993056,0.3603235490326885,0.27879450491990304,0.4411764705882353,0.37327024662151215,0.16618757108882223,0.1962676756340783,0.2453551192515483,0.185095804378798,0.4064591654665833,0.04247664647340729,0.13731017584103553,0.11583867777033278,0.047547460377116366,0.11960984556386904,0.05738652547626627,0.013950060581835441,0.23132704858593184,0.3785531914893617,0.29996771068776235,0.4592463363572924,0.549986627440492,0.2466521332918094,0.32701582516955546,0.233679332277209,0.3254536068676749,0.47074971024217654,0.50180978051598,0.31976519158818223,0.36974785149048417,0.11484098939929328,0.328660016176867,0.03207623457034811,0.4097078876587227,0.4959165348270406,0.49856486796785304,0.08141443758723915,0.16492995652473952,0.1867681132193625,0.21967967948015188,0.35628358241423563,0.31331607073990414,0.14446429753159948,0.5229020706834812,0.01936364155474143,0.2314993195355167,0.19321490972626676,0.41693200973965155,0.030782748000596098,0.2587152034261242,0.03310901627844882,0.08507216818324442,0.049122291590157914,0.20907923146300803,0.45087647778230744,0.27664579106759585,0.37545880913539964,0.23334779106512177,0.20319217857353203,0.36727422631842405,0.21864914707238362,0.019056072824793668,0.3879779860230012,0.13718902408985664,0.21681812863216196,0.5231164383561644,0.03359489860417038,0.11984942100740618,0.5252464444277221,0.3166147402829562,0.3292402872272969,0.36547302201790466,0.20578617746494485,0.01753546161697934,0.35242318656952804,0.28125,0.15250608749652728,0.08260215062043048,0.03162702848552597,0.04591260337114195,0.21414200893076202,0.09132712186529458,0.30910393475146036
1,0.10495305204467326,0.3073363297652138,0.08584742973192862,0.3108570956959518,0.020298260149130075,0.23289865019446354,0.5260748817115819,0.35399561266060803,0.31046501367687285,0.10390766619955516,0.08741467576791807,0.04665882632768212,0.17909767740465762,0.11784508591586694,0.05898019733664527,0.048925384168558905,0.0968435359054725,0.12639007231653232,0.45323927900563526,0.04484822356909187,0.2070543472672117,0.05228751036800978,0.3862669465085938,0.3123478475239593,0.8004295763303443,0.49336074859110385,0.10878433753225071,0.2729227848476758,0.24563264728764408,0.052214316828807894,0.17729770315006316,0.05994501431134361,0.05802434522557883,0.08965833051427817,0.10402111940897775,0.052045016340986475,0.19825005443065535,0.2539585296889727,0.220188080000763,0.19994579719813207,0.15853020867994486,0.48670680870773503,0.3010338010824124,0.17854410092027712,0.38694007118350593,0.21507005753942113,0.16147181112435668,0.28202184604515934,0.27180363124659823,0.10144932933141676,0.22258383586994668,0.033815805153495714,0.2634626206206623,0.43451792526068284,0.5528910651161048,0.2488886086325945,0.49790638297872336,0.26135891876931594,0.24016050244242845,0.4211286440224658,0.1342260977888508,0.3386963074604371,0.39564466933062203,0.3215876718352676,0.333160495333374,0.3541008856372738,0.2682557089407819,0.14347505459908672,0.05220760591960255,0.14648153141008358,0.3028175713708111,0.3634202789766685,0.6267584555522298,0.5334026980482205,0.02651631536901617,0.12533641570630047,0.10972822343290126,0.11565025862842221,0.059685875263764704,0.22731529943253814,0.10076544680475592,0.3880274015257668,0.013243192070614328,0.23195001679068206,0.2691103669190449,0.4671755010301554,0.042131848889771985,0.33700214132762313,0.757371010150837,0.16692814559146532,0.23996327579875137,0.19027576594058326,0.3072654799112199,0.2076681073770251,0.35246737357259383,0.30723712745523263,0.8335591024206374,0.3550984953328818,0.3647930433891707,0.02953549642108444,0.529481839284913,0.06733336617567365,0.1930067475330551,0.3817541856925419,0.011817581795895276,0.22189260335256486,0.22853487847091578,0.19730323305582512,0.16592260629637884,0.34620735543188963,0.16514714847863438,0.010384475496579965,0.31995565410199556,0.34128414264036416,0.09224395744472227,0.1442370995499328,0.1300061673669198,0.2672801688798797,0.3402276853623828,0.13936865526352385,0.16746114846247107
1,0.15412440780584585,0.3521645277662783,0.02693652531969203,0.17517434902818474,0.020547919872174223,0.11055822466254864,0.179746965644929,0.419492322156064,0.2699197035206918,0.28197356748904,0.13077005119453924,0.06852147944553827,0.5030572727366862,0.16340135796381292,0.139508728351618,0.05231029202091144,0.1343022772030067,0.1750999541194206,0.34962631389632703,0.09188370146831333,0.40531646871304433,0.0626118653686646,0.4350360201939985,0.5287972635666082,0.31297320517639476,0.4599580636042116,0.06689330702686296,0.3559223992168728,0.25067779428059506,0.06720633076811383,0.4523053820688714,0.054153713417055827,0.05666534271006129,0.1874602925766714,0.13491728900666505,0.10014494933610468,0.19635858915741347,0.3881950989632422,0.11475550553653348,0.2059081054036024,0.27798640490564247,0.3719546086150996,0.3519136662669734,0.13876538103608727,0.24824446083303942,0.2562700399701322,0.3180298316517896,0.6448002427338351,0.09278574052030462,0.1845157854754262,0.07266838964934111,0.05593495338753886,0.10149850982680644,0.38486950499583916,0.48410382602395796,0.21991361099725698,0.4175829787234042,0.30425757645647866,0.32149337055129096,0.5333244182936614,0.2874182497664279,0.3890165787490581,0.26455914690374294,0.2386153757910636,0.44952113707070085,0.35564112437427803,0.3292800928912399,0.18650197123975382,0.1384214393170766,0.3316257751415476,0.09750112972403022,0.3260148870957653,0.25824175824175827,0.5363805970149255,0.06397099489952683,0.33931405700089706,0.16647880268019286,0.15794771619641806,0.10013704888076748,0.20921712302352485,0.1924977389539629,0.43406507862369614,0.013590313070082375,0.33211969105145017,0.43537055911473505,0.49433414497096834,0.026763759872832943,0.4170877944325482,0.17714636122135885,0.2629726231565736,0.2068233565919941,0.17533958293476182,0.35344476151651044,0.19831819117344393,0.47310868678629686,0.2520292459260177,0.4458154190470581,0.5907217101969906,0.2982749346857231,0.06321413057848117,0.4252255045549676,0.20619242327208234,0.370002730215687,0.4662528538812786,0.03900605197081924,0.2684507003832671,0.5144104146286401,0.43196792481740637,0.29766413600452435,0.5366864263247035,0.40828853294906603,0.01099691434068964,0.3446943300601837,0.45461874051593326,0.10595512411956008,0.17519894971490607,0.19479242955710593,0.10920059650232725,0.7386279994111584,0.22605108237148286,0.2651273007825416
4,0.4253536061844739,0.43006682831628124,0.8222394279598296,0.4682045145050138,0.22925050301810868,0.622740791580874,0.5498868545566755,0.43779379504857413,0.6028853789817348,0.052961444017330266,0.566830204778157,0.5083975316146253,0.15235107121037972,0.6710351629177256,0.4765472986959221,0.37404023868616987,0.33542284969350683,0.4527539271591183,0.6332280884057392,0.19690360865265133,0.4508715101033472,0.361417907189942,0.09722616143853878,0.6913500354380451,0.08952370724373088,0.1600396178947604,0.1995629078767643,0.43760196968348614,0.3962326425725534,0.13336721359082326,0.46547899389099356,0.01861844177542831,0.05271683683403035,0.16761689452883272,0.5236288444551513,0.5647554321814875,0.2931362943609841,0.5069274269557021,0.48836898778242993,0.5656270847231487,0.6005133811855303,0.5933765632237147,0.23702887513368118,0.5462516802812531,0.38195401930291467,0.6289805420125621,0.43692030355014105,0.16106703257886584,0.5215569312735914,0.6734614840357789,0.28998755623624,0.5444903795913504,0.4658885808966049,0.07974074136130334,0.018696678616485756,0.5339092600182866,0.6840851063829788,0.5172286544582315,0.5989532449406838,0.5278951591334581,0.5170351915291186,0.6077995478522985,0.7023148038682524,0.012630250654838165,0.6338071127920454,0.513438582980362,0.4549090439943234,0.040252999404373595,0.4208795437847671,0.7137233755729306,0.11782427043611308,0.6499030462250578,0.6514730405780988,0.7610505166475316,0.32324358490400407,0.6420881926713132,0.4305842569979335,0.0902857370660873,0.033365964019230344,0.452537050300259,0.23338406900050737,0.5309668379262027,0.5956806727235022,1.0,0.47302708211997674,0.8234688143847163,0.008714793105161194,0.5264668094218415,0.025175704969520332,0.34036711641041734,0.2626367976496511,0.24537429282024653,0.5967296281197627,0.3155155684925466,0.4145085644371941,0.3171819815354111,0.7844396018611226,0.5097317511262919,0.208583064392193,0.7631258380705962,0.8150801453999519,0.5079166461402039,0.6246343461133429,0.4806411719939117,0.017495887942504534,0.588294665630072,0.3228233877643163,0.7127534603401604,0.5733149389042176,0.6300508105492377,0.235492988970792,0.6251545762791407,0.5597719353816915,0.6517450682852808,0.34456047457959504,0.3366494827499913,0.12315460817947037,0.023098326049204986,0.10360665390843513,0.040893709729754785,0.5855009368455857
