Type,34847_s_at,40825_at,36148_at,38032_at,36924_r_at,38711_at,40272_at,916_at,38982_at,37588_s_at,35109_at,36569_at,40478_at,31817_at,33157_at,33340_at,37446_at,33942_s_at,38803_at,40193_at,40175_at,37365_at,607_s_at,35622_at,34708_at,469_at,1596_g_at,41016_at,41008_at,40607_at,36970_at,32822_at,40471_at,34808_at,38398_at,34767_at,32611_at,39631_at,1815_g_at,34656_at,32652_g_at,36215_at,34355_at,37042_at,39760_at,41344_s_at,37286_at,1711_at,40380_at,34849_at,38175_at,1566_at,33450_at,37616_at,31841_at,34860_g_at,37114_at,32321_at,33341_at,39164_at,41430_at,274_at,37879_r_at,38368_at,41209_at,41346_at,32132_at,38937_at,32530_at,37537_at,36908_at,36401_at,32206_at,39162_at,38285_at,39435_at,40039_g_at,35958_at,40213_at,32648_at,36452_at,39182_at,1529_at,37718_at,33323_r_at,35835_at,32079_at,33397_at,39556_at,39770_at,38721_at,39124_r_at,36937_s_at,40284_at,37293_at,38404_at,39315_at,41745_at,40292_at,34264_at,32219_at,31432_g_at,635_s_at,33282_at,895_at,36046_at,40522_at,35174_i_at,39994_at,39735_at,41096_at,38784_g_at,33143_s_at,34885_at,39341_at,32893_s_at
3,0.10897849258430377,0.029844728353677828,0.02637128853661509,0.04954646082714574,0.0036708524814571667,0.0575910511022263,0.03574694126355205,0.02236142726568822,0.08479693755138902,0.21555224813038606,0.07225354983354847,0.026832599787524666,0.21748772842864744,0.06789899722121541,0.023442615794298682,0.21723854718014235,0.05131690114976307,0.02446686306839938,0.026399208784520574,0.0552914928703075,0.10201014465526959,0.22813605117813007,0.04752111641571795,0.055825844733176866,0.01782282586661261,0.0,0.07891855470395014,0.03938512671375154,0.048786767072150336,0.14981916913254212,0.0007238134629304097,0.08458568648096743,0.1675196329303803,0.08703010410790299,0.19499598021779907,0.0,0.13133512879656714,0.13466332470672943,0.3136665501572876,0.07218226678565805,0.015812400174241324,0.05106300089047195,0.05876908838500694,0.2152287959035116,0.26299157303370785,0.1201309445022218,0.03170920340293889,0.1278554095891557,0.02072612246824983,0.1836642726376567,0.07819867966048412,0.06570321811680574,0.11523904382470121,0.14434467667697878,0.018585213373199235,0.027398541238077435,0.056174646223248574,0.3932202225580436,0.27331451758186137,0.16782701587652413,0.01646811692648427,0.2100739923709729,0.0660861939363568,0.5412247984737285,0.014107213481790334,0.0335542745554575,0.041646281800391385,0.3798582512946499,0.27609537622925995,0.11561893285130882,0.08006019713565286,0.0,0.01683422960018705,0.17362624418399203,0.0,0.05735555915196633,0.0,0.15659114919591502,0.05580974407964201,0.0,0.22640571712567054,0.3282211713350309,0.08323721645520954,0.3024835276229093,0.8779075886748764,0.3262227095051959,0.0887419082465522,0.17070867890995264,0.14398771812225658,0.2227409136378793,0.1965969920978843,0.1274329373710334,0.28511704758419554,0.04163528778913393,0.193629278210776,0.30590848373769064,0.0392348183335473,0.513882027727268,0.012463674523732643,0.40042077580539115,0.33530948944966654,0.12673319059998983,0.24215516592670627,0.5182566811684276,0.29263211223028956,0.20022578824288362,0.3530006379115756,0.002599045641441715,0.1981120357719538,0.07885329300151245,0.6957671126197387,0.03560486407472609,0.2294554108917822,0.17016232338489187,0.17255789382387032,0.07313030698889615
1,0.13756021697075446,0.02592340775409525,0.013584537708357186,0.08246968242462237,0.0068584039893282685,0.05645496056454961,0.055002830147603085,0.068528081318515,0.07339362978339106,0.23337559487716594,0.09453767239622257,0.03694642586128396,0.14974274055236855,0.10285530184044138,0.04561924302614921,0.1249087424712539,0.11677625537229548,0.06806335909478077,0.08607004285750512,0.014753216518664182,0.04111090237334836,0.16275281122104343,0.05292691883951523,0.09140861999885525,0.007269410095276708,0.1298391899940441,0.05297734355259834,0.10367677606979643,0.2533951213232928,0.0218693987506231,0.04994312894219832,0.1029163077119428,0.28611135621635936,0.3880198984563311,0.296927911905864,0.053356582388840446,0.3543935157145986,0.0558419769187401,0.23043224979610857,0.11601658879731222,0.035240307826339475,0.07658058771148708,0.11208802509126431,0.31894625869123217,0.16278967696629215,0.0333270303488702,0.1318341364745077,0.21107020333026522,0.09211085406732449,0.1497817208843825,0.17871738447029237,0.1325486690504569,0.2648406374501992,0.15536105032822756,0.09017396031530307,0.15483240861957898,0.05480518783061679,0.11985964189220132,0.12770118985321996,0.23092791100305746,0.017215889306854963,0.1387012270784503,0.08318717113505388,0.09248723810178583,0.009595854644420462,0.09213812268809735,0.07693248532289627,0.3500061860407572,0.09010057219362137,0.1109995313650666,0.12333436319602938,0.25484377229276645,0.050054555373704304,0.3408916897343778,0.03550114260892557,0.16313319307331284,0.260297354354759,0.1162695152013147,0.4928603750817034,0.007852382302892796,0.14875494850131102,0.26764641687886503,0.12413494809688581,0.21611758743030918,0.09069648637755719,0.3519877967394413,0.14036025893611034,0.20647585900473936,0.35208770298613956,0.12024008002667558,0.12254652052001024,0.32580447270090906,0.13056544351663948,0.12657342657342657,0.2886479159606913,0.934955940066064,0.017948388753370133,1.0,0.18844042621892154,0.0,0.2492686922266859,0.3273245144517511,0.2763187598765896,0.14354153718665838,0.6449740855958036,0.27449399241996614,0.29263457480739974,0.026636779933717464,0.3058750465780648,0.5959714010724598,0.021431589681267526,0.054772884638882725,0.23335977724889947,0.2242471751142382,0.04186017172999441,0.28854506858262574
3,0.06914994499867239,0.11046107140598319,0.026840357674451244,0.05645240287600651,0.008230084787193922,0.09130235301828671,0.07966865502677756,0.08348421426450642,0.13446737386944155,0.23453319368649286,0.13180243223045043,0.056900895431780237,0.14918090957478264,0.08876001771978574,0.03626620683633824,0.24231155320313927,0.16603607243874666,0.09777367956301916,0.06442573479065755,0.0534396246880484,0.15314045964055356,0.1367465331585012,0.1936099889827396,0.07770972850247074,0.006450435840259478,0.07546379017492776,0.11872876835396838,0.024719567926879932,0.22282293879127243,0.14813282849173268,0.05180436356116224,0.17891898790721417,0.13853348627900822,0.3522231909328684,0.08560917972080785,0.09090380703283929,0.21171861912554926,0.0693728391036483,0.3430036117907491,0.11134442752900417,0.018527660810222158,0.16287288512911843,0.24479407681628873,0.2707522779186224,0.12644838483146068,0.1780041599697457,0.302159557379975,0.37532424064931796,0.07525612577309852,0.13896634276862413,0.19137063816409935,0.07449344457687725,0.12315737051792829,0.25235795668905153,0.06163359608589291,0.10401990732082372,0.1809833248301603,0.14462838301964556,0.127426674330225,0.3168305890153609,0.014767077465793692,0.21177443816351854,0.04394262089701829,0.51989481102078,0.01038685069614356,0.051411082111271766,0.14988992172211352,0.32888527545555774,0.16165665195008044,0.24750619267590546,0.08487397470524333,0.19463546868312168,0.0701426233341127,0.26650568349137177,0.030996808249447585,0.15513837190483898,0.254008893680097,0.25472473294987674,0.1539544471818593,0.0060692002268859895,0.34954842247776385,0.1992288104765369,0.3999423298731257,0.3010136847440446,0.1338703756472361,0.5167794832681857,0.14410357444413172,0.46051170023696686,0.1479231085259584,0.3598532844281427,0.44634208513892426,0.18381573810718868,0.22543442341173472,0.0307961269499731,0.5852931209759403,0.16339970799291728,0.12155604057003463,0.39636697112706404,0.11346464320309978,0.38703484549638395,0.4168649323296541,0.18550237039302647,0.30145232899390473,0.1264760720944686,0.39722042755209214,0.17780824127086525,0.36598459198194216,0.021961248091970465,0.1398087194137374,0.25952151794307715,0.012051558740435757,0.05648354731702019,0.07642291598612472,0.15712674225187845,0.25213085541722186,0.06416557805355977
1,0.052858172438645074,0.09537663651887929,0.02917092953251904,0.034206453382442256,0.00302272632034753,0.10143977627755567,0.0272020725388601,0.07652719640913087,0.12619121433096553,0.2413134152839792,0.024831849989809075,0.0494885415085749,0.2037080844520669,0.04824614393298699,0.024588553717204347,0.10677130863296223,0.0629982000514271,0.14684806476568543,0.039383257677579685,0.11957777405444492,0.060179097000438345,0.27591687527317516,0.08214469335291956,0.08913819090683608,0.0435880802756943,0.13976573357157038,0.07408967124287599,0.07106356460324054,0.13503250305721823,0.3051215968267099,0.08547202977975389,0.11443476596152002,0.3775258095826348,0.20852351402636032,0.07252661583063318,0.042487648939261845,0.1430743656817391,0.08981856961397647,0.44830478853547706,0.06640768544280541,0.033207492376942066,0.046276714158504005,0.2390868425111831,0.28859911142347944,0.3112271769662921,0.06150137089912074,0.12659884585638648,0.12752070956405318,0.09890939993390302,0.2806365300661879,0.05116315624017603,0.06078665077473183,0.11533864541832671,0.15136195578359615,0.0447132372927426,0.17063566278079093,0.11245670094788,0.26868388514905894,0.1722756478995273,0.379563119313368,0.01589729831551428,0.13056666207086723,0.03514156852919068,0.181674429796669,0.01631261772769626,0.017293501323769646,0.10102739726027399,0.1617207797946234,0.1962114088076377,0.11233848831760057,0.16756530492241148,0.21252675131973175,0.2909554984023069,0.13251663820012957,0.020311998338023378,0.15805146463829092,0.14158020033239008,0.13211644559220564,0.2538086379405702,0.003768434486670448,0.19934534112525923,0.2682720989450709,0.1319204152249135,0.14368981246832235,0.13998269758510656,0.24509009438459337,0.1469743878412609,0.12138995853080568,0.4566998940471814,0.17129043014338116,0.24560285495794038,0.09564441470079749,0.10446122625503178,0.0867132867132867,0.33730938664859367,0.46709225145744665,0.14802927205032737,0.5488091359140644,0.127349047465289,0.5212360289283365,0.37567767853660444,0.3354233572921447,0.04635412747385055,0.369432359643671,0.22432111661054965,0.3265059269413757,0.3590362628195691,0.04891431400321787,0.26592969817413986,0.23834731197580095,0.012194738661721723,0.33542338901283897,0.373535862616081,0.37988643098866215,0.23750463229438523,0.2183785107772698
3,0.14078443272768654,0.13506419581304158,0.024295565265245667,0.10298179965911095,0.005886214747663813,0.057001157938432634,0.15124961901859188,0.08245376057379387,0.0564369380905525,0.27543501828271133,0.08393912629934099,0.03254515100925785,0.09778816015139864,0.0730538439853409,0.03853625529314183,0.15938127395510132,0.11453550306725929,0.06872758246137736,0.04429031521821824,0.07782255575445991,0.13563779823407854,0.12448841737195532,0.1492030848329049,0.15713658825100643,0.0487005878775593,0.1276553504069883,0.10769533114349084,0.06753219775654341,0.14333526420801956,0.1329239449765079,0.008292834246716986,0.11885389745062377,0.03586870202064766,0.07513205805425921,0.07009038419372915,0.09921534437663469,0.2322204038503666,0.11552856628560172,0.10544098799953396,0.07386214499448791,0.03413677943952374,0.03325356188780053,0.05722659262687028,0.24914028966590523,0.15366046348314608,0.1364162806088683,0.32738413944910466,0.33394695004602115,0.06732448892875689,0.20070412617941133,0.19459289531593837,0.13205204608661106,0.09038844621513945,0.19972836338942127,0.06323049741777657,0.043336865947675746,0.11425579334604333,0.11333402024087558,0.18809460491211213,0.28890853501307695,0.016981853676357263,0.4085206121604853,0.0611688799799549,0.6103882710850621,0.019711219407557365,0.0554481101075915,0.04537671232876713,0.4306544831121087,0.2849332972059737,0.1383812010443864,0.06842939294577274,0.2010557854187473,0.0638103031720053,0.35113964308852114,0.006987856239022456,0.10043696391001779,0.22836095764272554,0.04360840474234065,0.09361958871738145,0.0050925269427112875,0.18707477164058886,0.1523463077482721,0.13451557093425606,0.12589964521033958,0.8982289412411016,0.5001191724663935,0.0,0.28050947867298576,0.23873981014984755,0.31493831277092366,0.19118021921998476,0.2082984774970721,0.299122836199918,0.044593867670790745,0.39789901728227717,0.24132003769169438,0.06735139299011425,0.5388975310328881,0.15292218275750727,0.4039710716633793,0.45212371777370414,0.1539608502829179,0.1471894047708631,0.5483737310959187,0.7699466911817026,0.11361986936537376,0.23167967024878547,0.012775203179361655,0.21102968575332254,0.35487419221779193,0.3599403533401082,0.10977657297243479,0.16203120382036804,0.10992103703420456,0.24060334155976248,0.1351077726975833
3,0.1341842734134962,0.03144962367971666,0.03518757225326778,0.10118919342515134,0.011082398625525557,0.19062288348517623,0.07770932207079724,0.09030733135781195,0.13880763994662285,0.037557650258162954,0.1404986751817379,0.043593868568826834,0.17960849251877697,0.15154444041722043,0.16727419566071505,0.12707610877897427,0.13977151673217497,0.1367284264157726,0.060596454746024896,0.11296395911780527,0.09765796230196006,0.1959311797194739,0.08458318031582812,0.10008967240951672,0.032548145144942225,0.1405598570577725,0.09840253797130744,0.09493144993768175,0.38688292463152474,0.16262050972032197,0.26623927205046016,0.16848537060081042,0.2784787787876114,0.22447304989999486,0.1862986332740517,0.18032548677709967,0.5399920106181461,0.13147080200245892,0.12326692298730046,0.2540815790855164,0.0698562509075069,0.12422083704363313,0.31857679058049254,0.27252190065011667,0.1641063904494382,0.1684551385080836,0.27669700755547627,0.3271274370345577,0.18072801095321278,0.1400647796085058,0.4339830242062245,0.19025625744934446,0.2903386454183267,0.3869689881536256,0.12285947268279424,0.18868836107474599,0.24403211514191345,0.20678779136328249,0.195026121867735,0.5156370869709361,0.04619064199969176,0.33246013143986397,0.1085254322225006,0.607603856929238,0.04752009331072068,0.14948269711023907,0.2430283757338552,0.25000441860054085,0.40883154556031936,0.32476400883711587,0.05725704376252031,0.10218290769011272,0.14184397163120568,0.6455032687437423,0.022436684356645073,0.2413011814209418,0.31370435251313833,0.335133231599953,0.1623510483181658,0.008593306863301191,0.322727973813645,0.15190978537650054,0.3377547097270281,0.22954891028890018,0.05751897746321954,0.4423920297454476,0.18722206585983675,0.29228376777251186,0.234588189504184,0.42920973657885964,0.4053976548559776,0.26127934861413193,0.36393980726792863,0.08480365788058095,0.5896984073195527,0.14363227817298832,0.12301964308640388,0.33974311810891206,0.23680981595092027,0.34348454963839575,0.37388353679940717,0.13407376255288783,0.37790653924298284,0.16796146674953386,0.3929653990761323,0.6528505765664059,0.4071347956229451,0.03582970062844649,0.14885107440069556,0.5383610614601954,0.012900161688545258,0.0675055551281413,0.10614121050912315,0.05229910330191386,0.0789894896197182,0.1119611365120836
1,0.19432538026779958,0.2567279109480741,0.045104506387835225,0.07194914092040045,0.014275537427888983,0.10963273688580105,0.08402272826228938,0.07536284195634835,0.07470110124142393,0.1504878452125021,0.22056525579183367,0.039763241766580665,0.23981311727482404,0.20413998630743826,0.07468241148993757,0.14229330169739002,0.22638945009734415,0.12743711367596838,0.09262546598027031,0.16104198449721777,0.1867681132193625,0.18653395319267294,0.049122291590157914,0.1557438040180871,0.020806811271031827,0.14446429753159948,0.14413655633229458,0.11526796842542583,0.4188710819334492,0.13368757092706313,0.16618757108882223,0.11583867777033278,0.16844613076855203,0.34581260577465517,0.18478816965917116,0.08660273176402207,0.11646456966869835,0.06342252019100794,0.270884306186648,0.22914588692319812,0.0758675765935821,0.1606467052537845,0.18196308293485525,0.24439619468360146,0.2676439606741573,0.19076770350761088,0.3254803974061515,0.22634089197556684,0.28058165336858504,0.234305027460921,0.3775542282301163,0.2630115216527612,0.3152390438247012,0.25624386931260845,0.169951073661321,0.08645034598840472,0.1422894122069762,0.11230938315702707,0.16581595449905204,0.3703908350830663,0.025018979718814754,0.2700491750540006,0.1646203958907542,0.11649851326034273,0.026149793201455968,0.10269072610173312,0.3031433463796478,0.2314993195355167,0.11851899077158473,0.35268126129744926,0.21967967948015188,0.361192752175774,0.1516834229600187,0.20319217857353203,0.019056072824793668,0.2369315423207638,0.28185779095360014,0.2978049066791877,0.13424506008346324,0.009904991491775383,0.3292402872272969,0.4008439432520916,0.3191080353710112,0.26700456158134817,0.12739608924349427,0.2518114214891792,0.18998029833943145,0.1593046504739337,0.34400069193677424,0.26255418472824277,0.4836540912566914,0.4741509118286766,0.28411901039067616,0.15470683162990853,0.3878685191460522,0.21207273254429293,0.17540120683014507,0.48027926971547497,0.3054568937681627,0.20783694937541092,0.21681812863216196,0.25213462812866394,0.5252464444277221,0.3768515641185,0.3077965214074895,0.3342472381259576,0.21414200893076202,0.045387037775546965,0.34619301950068315,0.26667124982813145,0.03359489860417038,0.03310901627844882,0.3019972933874656,0.3254536068676749,0.15642568222854755,0.11404310907903333
1,0.11784508591586694,0.14542486243754352,0.01817919918448452,0.0625208157827714,0.006935229288597729,0.12639007231653232,0.0683589497975356,0.12792471284108312,0.1610885710819663,0.13002774562225533,0.19238739044772063,0.10878433753225071,0.3073363297652138,0.10766783456163666,0.05228751036800978,0.3050967329804709,0.17764390405172095,0.12084958075783976,0.04484822356909187,0.04648189137470348,0.10972822343290126,0.3222275201652958,0.23996327579875137,0.2173888157518173,0.055955807824853036,0.10076544680475592,0.12543867037255396,0.10709389281262983,0.2751174615434125,0.25413365575317914,0.17854410092027712,0.22258383586994668,0.31046501367687285,0.2307554233550439,0.26775403805393816,0.19177564661435625,0.4759223225906215,0.25020547619532807,0.40212047069789114,0.32009554307312726,0.052214316828807894,0.1070096838824577,0.2070543472672117,0.3722357488892793,0.5099411867977528,0.24732911033374308,0.221696710095782,0.33501380637603545,0.18183749586893913,0.17189128291789887,0.36211097139264387,0.21464044497417561,0.2859561752988048,0.33735757941598127,0.12657991301984237,0.41481464164744514,0.4153352487849413,0.11435579520996474,0.035245219569525324,0.3979076877739714,0.02929441111497999,0.3619192058458569,0.12310511150087695,0.27273508533713753,0.12287252227190155,0.10493456259271082,0.1853901663405088,0.23195001679068206,0.08349006231969525,0.3586396197362255,0.11565025862842221,0.27062348409188186,0.11888200452030238,0.8335591024206374,0.02953549642108444,0.47638776501051944,0.5073440237164802,0.2823981687991548,0.22004625672482275,0.005496667612024957,0.16592260629637884,0.07687886504183339,0.2314975009611688,0.25344652812975166,0.14859154748794096,0.41547096958718654,0.1310582606248241,0.3130831605450237,0.30724155080329535,0.1639879959986662,0.4056684934998726,0.4437566226088896,0.126889339853843,0.4718262506724045,0.48478481870552353,0.17909767740465762,0.2088971626652972,0.42204202184126716,0.22043913464643203,0.004970414201183433,0.1930067475330551,0.238960467961462,0.22853487847091578,0.22061451211932875,0.2503778294516279,0.4285541488589629,0.3402276853623828,0.03779273642376821,0.23484039249782634,0.6790182868142446,0.011817581795895276,0.757371010150837,0.1695171652122513,0.3215876718352676,0.33904846759759355,0.1366508817766166
1,0.16340135796381292,0.10295047751565367,0.04026792342723334,0.06384812804889996,0.012624491905407105,0.1750999541194206,0.02067640527713676,0.08272156209793387,0.12223510223887639,0.12784117009352666,0.23294721108770972,0.06689330702686296,0.3521645277662783,0.20905319962949537,0.0626118653686646,0.36475634239824783,0.19512911875987218,0.08971704084582983,0.09188370146831333,0.08104568823358231,0.16647880268019286,0.237344538482934,0.2068233565919941,0.19937801690420315,0.02365497668761403,0.1924977389539629,0.2575310929560066,0.10719775654341504,0.3352642080195662,0.13170426463881554,0.13876538103608727,0.07266838964934111,0.2699197035206918,0.41720088209651784,0.31104587424172286,0.12506538796861377,0.4358852106233006,0.09085444134248977,0.39570080391471507,0.34505748333245845,0.06720633076811383,0.20348675422974175,0.40531646871304433,0.3163420266572956,0.4194610252808989,0.17351328353975606,0.3085251948360997,0.37017822776336706,0.24080543883669323,0.23433319250809742,0.37114900974536313,0.22790027810885974,0.24056274900398406,0.34895872632611485,0.17994020114161458,0.18975853541965382,0.3085980505356999,0.19389396437239545,0.20636704441146442,0.48559693520462666,0.03376962902498473,0.24252033641251894,0.13084126785266847,0.327538199755934,0.021266398085521422,0.11265185797172203,0.21284858121330727,0.33211969105145017,0.197825186082466,0.36386155185110797,0.15794771619641806,0.11834783849336566,0.15257968981373238,0.4458154190470581,0.06321413057848117,0.38635701569833303,0.38130530476575486,0.2902922878272097,0.3147845542762331,0.008076609472490073,0.29766413600452435,0.31804292469989087,0.28991253364090736,0.6541561074505828,0.111913765174911,0.44135522928782533,0.1088094567970729,0.22794172097156398,0.22012238631695025,0.27562520840280097,0.3780907468773898,0.5499135575260722,0.15668629473147258,0.34983862291554596,0.2505930193154863,0.5030572727366862,0.16040570034664267,0.4682734047361285,0.30461737164998387,0.26974358974358975,0.370002730215687,0.45709078860172303,0.5144104146286401,0.05773513569504868,0.08605830669789866,0.4700830578179179,0.7386279994111584,0.2174122306412355,0.8503664141100484,0.6757871579815757,0.03900605197081924,0.17714636122135885,0.3608155614665485,0.2386153757910636,0.10313655609609942,0.1490814826910516
4,0.6710351629177256,0.4692381886028714,0.45119649564726,0.42830554630409656,0.7156039166934391,0.4527539271591183,0.3618670266033875,0.6167876625002183,0.3457385865829166,0.8351248553001488,0.6723962225694681,0.1995629078767643,0.43006682831628124,0.4501228303330514,0.361417907189942,0.7111927359007117,0.3270763692465929,0.45400057826504847,0.19690360865265133,0.3364139013571548,0.4305842569979335,0.5612508443596773,0.2626367976496511,0.48028160952435467,0.0161443340766268,0.23338406900050737,0.18849490440495242,0.1324885749896136,0.5155435412241745,0.6106250066286975,0.5462516802812531,0.28998755623624,0.6028853789817348,0.7815272578080927,0.6529831656393891,0.2509444928799768,0.44395190907568,0.1046468186850882,0.21544914365606427,0.42495669063992864,0.13336721359082326,0.5316674087266251,0.4508715101033472,0.446974070634303,0.2109375,0.7571381299045098,0.6466773752156583,0.48092209856915735,0.30272413955903876,0.6277144064216308,0.6513674944985853,0.46369686134286847,0.454382470119522,0.4700445182222893,0.4197132372927426,0.33615942480726474,0.49910045380091833,0.18880226221550578,0.4783947704792869,0.6706818432976019,0.15942963804391877,0.5522772186221793,0.12584565271861686,0.4481188016706485,0.5916047164815423,0.295491672456203,0.4499755381604697,1.0,0.3310753733603225,0.4133360112472384,0.0902857370660873,0.4421743472677985,0.5626802275738446,0.7844396018611226,0.7631258380705962,0.4838323353293412,0.4042132686520235,0.5164925460734828,0.369576147619287,0.3923408252977878,0.5733149389042176,0.12841033102946525,0.42425990003844677,0.563456664977192,0.0015685126854426106,0.8999427972161311,1.0,0.544579383886256,0.8091119423962635,0.5703567855951985,0.3349158807035432,0.6142434889297864,0.11353227541390822,0.3741258741258741,0.49467976956963733,0.15235107121037972,0.10132237771215816,0.5446337541123176,0.39832095576364224,0.766259040105194,0.6246343461133429,0.18941479329153285,0.3228233877643163,0.09252641392169048,0.31408940967528015,0.2747359083944843,0.10360665390843513,0.17189455300540438,0.15662650602409636,0.5444108345937028,0.017495887942504534,0.025175704969520332,0.059669917712756856,0.012630250654838165,0.06365363842084099,0.09470934030045722
